# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Jun 28 2016 at 21:46:46+0000
# parameter filename: "/home/admin/simulations/GenerateSimulations/One_BH/manybhnear_One_BH_12x13x17.par"
#
# ADMCONSTRAINTS::MOMENTUM z (admconstraints-momentum)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:momx 14:momy 15:momz
0	0	0 0 0	20 20 0	0	3 0.5 0.4375	0 -0.00134692045838613 0
0	0	0 0 0	20 20 1	0	3 0.5 0.440625	0 -0.00134692045838613 0
0	0	0 0 0	20 20 2	0	3 0.5 0.44375	0 2.11778709029165e-05 3.165118605957e-16
0	0	0 0 0	20 20 3	0	3 0.5 0.446875	0 2.51678861434429e-05 6.43958214562692e-17
0	0	0 0 0	20 20 4	0	3 0.5 0.45	0 3.01564032453433e-05 3.10149501615108e-16
0	0	0 0 0	20 20 5	0	3 0.5 0.453125	0 3.64750659708028e-05 1.78157819034417e-16
0	0	0 0 0	20 20 6	0	3 0.5 0.45625	0 4.4600338795428e-05 9.51698295814687e-17
0	0	0 0 0	20 20 7	0	3 0.5 0.459375	0 5.52356346352131e-05 1.36301694941899e-16
0	0	0 0 0	20 20 8	0	3 0.5 0.4625	0 6.94533982607895e-05 5.38107901742822e-17
0	0	0 0 0	20 20 9	0	3 0.5 0.465625	0 8.89531013169489e-05 1.29646525867569e-17
0	0	0 0 0	20 20 10	0	3 0.5 0.46875	0 0.000116557833214721 1.28416206863482e-16
0	0	0 0 0	20 20 11	0	3 0.5 0.471875	0 0.000157241205056408 1.22906290634463e-16
0	0	0 0 0	20 20 12	0	3 0.5 0.475	0 0.000220451743483657 8.43615200794681e-17
0	0	0 0 0	20 20 13	0	3 0.5 0.478125	0 0.000326031442632797 6.75810274315422e-17
0	0	0 0 0	20 20 14	0	3 0.5 0.48125	0 0.000521914116172387 7.57755049264973e-17
0	0	0 0 0	20 20 15	0	3 0.5 0.484375	0 0.000951130754544716 5.36114819197295e-17
0	0	0 0 0	20 20 16	0	3 0.5 0.4875	0 0.00222738784666631 4.67476366611706e-17
0	0	0 0 0	20 20 17	0	3 0.5 0.490625	0 0.0104218644661951 3.07750380598086e-17
0	0	0 0 0	20 20 18	0	3 0.5 0.49375	-nan -nan -nan
0	0	0 0 0	20 20 19	0	3 0.5 0.496875	-nan -nan -nan
0	0	0 0 0	20 20 20	0	3 0.5 0.5	-nan -nan -nan
0	0	0 0 0	20 20 21	0	3 0.5 0.503125	-nan -nan -nan
0	0	0 0 0	20 20 22	0	3 0.5 0.50625	-nan -nan -nan
0	0	0 0 0	20 20 23	0	3 0.5 0.509375	0 -0.0104218644661941 3.07750380598086e-17
0	0	0 0 0	20 20 24	0	3 0.5 0.5125	0 -0.00222738784666637 4.52338394019956e-17
0	0	0 0 0	20 20 25	0	3 0.5 0.515625	0 -0.000951130754544306 5.36114819197295e-17
0	0	0 0 0	20 20 26	0	3 0.5 0.51875	0 -0.00052191411617235 6.58708562810592e-17
0	0	0 0 0	20 20 27	0	3 0.5 0.521875	0 -0.000326031442633235 6.75810274315422e-17
0	0	0 0 0	20 20 28	0	3 0.5 0.525	0 -0.000220451743483726 8.43615200794681e-17
0	0	0 0 0	20 20 29	0	3 0.5 0.528125	0 -0.000157241205056707 1.24277187089842e-16
0	0	0 0 0	20 20 30	0	3 0.5 0.53125	0 -0.000116557833213736 1.28416206863482e-16
0	0	0 0 0	20 20 31	0	3 0.5 0.534375	0 -8.89531013168292e-05 1.70358872667104e-16
0	0	0 0 0	20 20 32	0	3 0.5 0.5375	0 -6.94533982615753e-05 5.38107901742822e-17
0	0	0 0 0	20 20 33	0	3 0.5 0.540625	0 -5.52356346355809e-05 1.36301694941899e-16
0	0	0 0 0	20 20 34	0	3 0.5 0.54375	0 -4.46003387958062e-05 6.34465530543122e-17
0	0	0 0 0	20 20 35	0	3 0.5 0.546875	0 -3.64750659690646e-05 1.78157819034417e-16
0	0	0 0 0	20 20 36	0	3 0.5 0.55	0 -3.01564032451802e-05 1.05356896238758e-16
0	0	0 0 0	20 20 37	0	3 0.5 0.553125	0 -2.51678861445948e-05 6.43958214562692e-17
0	0	0 0 0	20 20 38	0	3 0.5 0.55625	0 -2.1177870903652e-05 3.165118605957e-16
0	0	0 0 0	20 20 39	0	3 0.5 0.559375	0 0.00134692045838575 2.04004388063907e-16
0	0	0 0 0	20 20 40	0	3 0.5 0.5625	0 0.00134692045838575 2.04004388063907e-16


