# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Jul 03 2016 at 15:37:17+0000
# parameter filename: "/home/admin/simulations/GenerateSimulations/ONE_BH/1BH_P0.75_NoS/1bh_p0.75_nos/twopunfar_1bh_p0.75_nos_30.par"
#
# ADMBASE::CURV x (admbase-curv)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:kxx 14:kxy 15:kxz 16:kyy 17:kyz 18:kzz
0	0	0 0 0	0 20 20	0	4.9375 5 5	0.00465933508053937 0.0120240905304242 0.0120240905304242 -0.00232966754026969 0.00202552265422171 -0.00232966754026969
0	0	0 0 0	1 20 20	0	4.940625 5 5	0.00466634160160552 0.0120227802939917 0.0120227802939917 -0.00233317080080276 0.00202771391695562 -0.00233317080080276
0	0	0 0 0	2 20 20	0	4.94375 5 5	0.00467334530493562 0.0120214670223424 0.0120214670223424 -0.00233667265246781 0.00202990073254244 -0.00233667265246781
0	0	0 0 0	3 20 20	0	4.946875 5 5	0.00468034618442921 0.0120201507144249 0.0120201507144249 -0.0023401730922146 0.00203208309950799 -0.0023401730922146
0	0	0 0 0	4 20 20	0	4.95 5 5	0.00468734423398605 0.012018831369195 0.012018831369195 -0.00234367211699302 0.00203426101639877 -0.00234367211699302
0	0	0 0 0	5 20 20	0	4.953125 5 5	0.00469433944750613 0.0120175089856157 0.0120175089856157 -0.00234716972375307 0.00203643448178194 -0.00234716972375307
0	0	0 0 0	6 20 20	0	4.95625 5 5	0.00470133181888975 0.0120161835626575 0.0120161835626575 -0.00235066590944488 0.00203860349424531 -0.00235066590944488
0	0	0 0 0	7 20 20	0	4.959375 5 5	0.00470832134203749 0.0120148550992982 0.0120148550992982 -0.00235416067101875 0.0020407680523973 -0.00235416067101875
0	0	0 0 0	8 20 20	0	4.9625 5 5	0.00471530801085028 0.012013523594523 0.012013523594523 -0.00235765400542514 0.00204292815486692 -0.00235765400542514
0	0	0 0 0	9 20 20	0	4.965625 5 5	0.00472229181922943 0.0120121890473245 0.0120121890473245 -0.00236114590961471 0.00204508380030378 -0.00236114590961471
0	0	0 0 0	10 20 20	0	4.96875 5 5	0.00472927276107664 0.0120108514567026 0.0120108514567026 -0.00236463638053832 0.00204723498737803 -0.00236463638053832
0	0	0 0 0	11 20 20	0	4.971875 5 5	0.00473625083029405 0.0120095108216648 0.0120095108216648 -0.00236812541514703 0.00204938171478036 -0.00236812541514703
0	0	0 0 0	12 20 20	0	4.975 5 5	0.00474322602078428 0.012008167141226 0.012008167141226 -0.00237161301039214 0.00205152398122198 -0.00237161301039214
0	0	0 0 0	13 20 20	0	4.978125 5 5	0.0047501983264504 0.0120068204144086 0.0120068204144086 -0.0023750991632252 0.00205366178543458 -0.0023750991632252
0	0	0 0 0	14 20 20	0	4.98125 5 5	0.00475716774119605 0.0120054706402424 0.0120054706402424 -0.00237858387059802 0.00205579512617032 -0.00237858387059802
0	0	0 0 0	15 20 20	0	4.984375 5 5	0.0047641342589254 0.0120041178177648 0.0120041178177648 -0.0023820671294627 0.00205792400220183 -0.0023820671294627
0	0	0 0 0	16 20 20	0	4.9875 5 5	0.00477109787354323 0.0120027619460207 0.0120027619460207 -0.00238554893677161 0.00206004841232214 -0.00238554893677161
0	0	0 0 0	17 20 20	0	4.990625 5 5	0.00477805857895492 0.0120014030240626 0.0120014030240626 -0.00238902928947746 0.0020621683553447 -0.00238902928947746
0	0	0 0 0	18 20 20	0	4.99375 5 5	0.0047850163690665 0.0120000410509505 0.0120000410509505 -0.00239250818453325 0.00206428383010334 -0.00239250818453325
0	0	0 0 0	19 20 20	0	4.996875 5 5	0.00479197123778469 0.011998676025752 0.011998676025752 -0.00239598561889235 0.00206639483545223 -0.00239598561889235
0	0	0 0 0	20 20 20	0	5 5 5	0.00479892317901691 0.0119973079475423 0.0119973079475423 -0.00239946158950845 0.00206850137026591 -0.00239946158950845
0	0	0 0 0	21 20 20	0	5.003125 5 5	0.00480587218667133 0.0119959368154043 0.0119959368154043 -0.00240293609333567 0.00207060343343921 -0.00240293609333567
0	0	0 0 0	22 20 20	0	5.00625 5 5	0.0048128182546569 0.0119945626284284 0.0119945626284284 -0.00240640912732845 0.00207270102388725 -0.00240640912732845
0	0	0 0 0	23 20 20	0	5.009375 5 5	0.00481976137688335 0.0119931853857128 0.0119931853857128 -0.00240988068844168 0.00207479414054544 -0.00240988068844168
0	0	0 0 0	24 20 20	0	5.0125 5 5	0.00482670154726128 0.0119918050863634 0.0119918050863634 -0.00241335077363064 0.0020768827823694 -0.00241335077363064
