# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Jun 28 2016 at 21:37:46+0000
# parameter filename: "/home/admin/simulations/GenerateSimulations/One_BH/twopunnear_One_BH_30.par"
#
# ADMBASE::CURV y (admbase-curv)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:kxx 14:kxy 15:kxz 16:kyy 17:kyz 18:kzz
0	0	0 0 0	20 0 20	0	3 0.4375 0.5	-1.3176115397363e-17 0 0 -0.300385469066529 -0.0402301967499816 0.300385469066529
0	0	0 0 0	20 1 20	0	3 0.440625 0.5	0 0 0 -0.298638538978661 -0.0378526995660231 0.298638538978661
0	0	0 0 0	20 2 20	0	3 0.44375 0.5	0 0 0 -0.296882035689649 -0.0355160815582952 0.296882035689649
0	0	0 0 0	20 3 20	0	3 0.446875 0.5	0 0 0 -0.295116662713207 -0.033219972238543 0.295116662713207
0	0	0 0 0	20 4 20	0	3 0.45 0.5	0 0 0 -0.293343106289267 -0.030963994552756 0.293343106289267
0	0	0 0 0	20 5 20	0	3 0.453125 0.5	2.14096671510309e-17 0 0 -0.291562035562943 -0.0287477653599238 0.291562035562943
0	0	0 0 0	20 6 20	0	3 0.45625 0.5	0 0 0 -0.289774102771193 -0.0265708958962284 0.289774102771193
0	0	0 0 0	20 7 20	0	3 0.459375 0.5	0 0 0 -0.287979943436607 -0.0244329922248193 0.287979943436607
0	0	0 0 0	20 8 20	0	3 0.4625 0.5	0 0 0 -0.286180176567738 -0.0223336556713336 0.286180176567738
0	0	0 0 0	20 9 20	0	3 0.465625 0.5	0 0 0 -0.284375404865453 -0.0202724832453371 0.284375404865453
0	0	0 0 0	20 10 20	0	3 0.46875 0.5	0 0 0 -0.282566214934764 -0.0182490680478702 0.282566214934764
0	0	0 0 0	20 11 20	0	3 0.471875 0.5	-1.24627589185184e-17 0 0 -0.280753177501648 -0.0162629996652962 0.280753177501648
0	0	0 0 0	20 12 20	0	3 0.475 0.5	-2.06672326128074e-17 0 0 -0.278936847634364 -0.0143138645496582 0.278936847634364
0	0	0 0 0	20 13 20	0	3 0.478125 0.5	0 0 0 -0.277117764968804 -0.0124012463857567 0.277117764968804
0	0	0 0 0	20 14 20	0	3 0.48125 0.5	0 0 0 -0.275296453937439 -0.0105247264451732 0.275296453937439
0	0	0 0 0	20 15 20	0	3 0.484375 0.5	0 0 0 -0.273473424001427 -0.00868388392746465 0.273473424001427
0	0	0 0 0	20 16 20	0	3 0.4875 0.5	1.62062951857701e-17 0 0 -0.271649169885473 -0.00687829628876679 0.271649169885472
0	0	0 0 0	20 17 20	0	3 0.490625 0.5	0 0 0 -0.26982417181506 -0.00510753955804383 0.26982417181506
0	0	0 0 0	20 18 20	0	3 0.49375 0.5	0 0 0 -0.267998895755672 -0.0033711886412304 0.267998895755672
0	0	0 0 0	20 19 20	0	3 0.496875 0.5	0 0 0 -0.266173793653651 -0.00166881761351247 0.266173793653651
0	0	0 0 0	20 20 20	0	3 0.5 0.5	0 0 0 -0.264349303678355 0 0.264349303678355
0	0	0 0 0	20 21 20	0	3 0.503125 0.5	0 0 0 -0.262525850465293 0.00163569095495652 0.262525850465293
0	0	0 0 0	20 22 20	0	3 0.50625 0.5	0 0 0 -0.260703845359934 0.00323868202954856 0.260703845359934
0	0	0 0 0	20 23 20	0	3 0.509375 0.5	0 0 0 -0.258883686661887 0.00480939977713514 0.258883686661887
0	0	0 0 0	20 24 20	0	3 0.5125 0.5	-7.78857912281796e-18 0 0 -0.257065759869196 0.00634827028945269 0.257065759869196
0	0	0 0 0	20 25 20	0	3 0.515625 0.5	0 0 0 -0.255250437922465 0.00785571897015162 0.255250437922465
0	0	0 0 0	20 26 20	0	3 0.51875 0.5	-1.54252082915942e-17 0 0 -0.253438081448597 0.00933217031840094 0.253438081448597
0	0	0 0 0	20 27 20	0	3 0.521875 0.5	0 0 0 -0.251629039003878 0.0107780477223031 0.251629039003878
0	0	0 0 0	20 28 20	0	3 0.525 0.5	0 0 0 -0.249823647316219 0.012193773261863 0.249823647316219
0	0	0 0 0	20 29 20	0	3 0.528125 0.5	0 0 0 -0.248022231526325 0.0135797675212546 0.248022231526325
0	0	0 0 0	20 30 20	0	3 0.53125 0.5	0 0 0 -0.246225105427617 0.0149364494101312 0.246225105427617
