# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Jun 28 2016 at 22:11:44+0000
# parameter filename: "/home/admin/simulations/GenerateSimulations/One_BH/manybhfar_One_BH_12x13x17.par"
#
# ADMBASE::CURV d (admbase-curv)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:kxx 14:kxy 15:kxz 16:kyy 17:kyz 18:kzz
0	0 0 0 0	0 0 0	0	4.9375 4.9375 4.9375	0 -0.000182142498972253 0.000182142498972253 -0.000834330156582577 0 0.000834330156582577
0	0 0 0 0	1 1 1	0	4.940625 4.940625 4.940625	0 -0.000181871599630291 0.000181871599630291 -0.000832333472060044 0 0.000832333472060044
0	0 0 0 0	2 2 2	0	4.94375 4.94375 4.94375	0 -0.000181601010536136 0.000181601010536136 -0.000830342884187734 0 0.000830342884187734
0	0 0 0 0	3 3 3	0	4.946875 4.946875 4.946875	0 -0.000181330732607549 0.000181330732607549 -0.000828358370788256 0 0.000828358370788256
0	0 0 0 0	4 4 4	0	4.95 4.95 4.95	0 -0.000181060766748618 0.000181060766748618 -0.000826379909775742 0 0.000826379909775742
0	0 0 0 0	5 5 5	0	4.953125 4.953125 4.953125	0 -0.000180791113849874 0.000180791113849874 -0.000824407479155427 0 0.000824407479155427
0	0 0 0 0	6 6 6	0	4.95625 4.95625 4.95625	0 -0.000180521774788413 0.000180521774788413 -0.000822441057023248 0 0.000822441057023248
0	0 0 0 0	7 7 7	0	4.959375 4.959375 4.959375	0 -0.000180252750428005 0.000180252750428005 -0.000820480621565435 0 0.000820480621565435
0	0 0 0 0	8 8 8	0	4.9625 4.9625 4.9625	0 -0.00017998404161922 0.00017998404161922 -0.000818526151058108 0 0.000818526151058108
0	0 0 0 0	9 9 9	0	4.965625 4.965625 4.965625	0 -0.000179715649199532 0.000179715649199532 -0.000816577623866872 0 0.000816577623866872
0	0 0 0 0	10 10 10	0	4.96875 4.96875 4.96875	0 -0.000179447573993442 0.000179447573993442 -0.000814635018446421 0 0.000814635018446421
0	0 0 0 0	11 11 11	0	4.971875 4.971875 4.971875	0 -0.000179179816812587 0.000179179816812587 -0.000812698313340132 0 0.000812698313340132
0	0 0 0 0	12 12 12	0	4.975 4.975 4.975	0 -0.00017891237845585 0.00017891237845585 -0.000810767487179675 0 0.000810767487179675
0	0 0 0 0	13 13 13	0	4.978125 4.978125 4.978125	0 -0.000178645259709477 0.000178645259709477 -0.000808842518684614 0 0.000808842518684614
0	0 0 0 0	14 14 14	0	4.98125 4.98125 4.98125	0 -0.000178378461347182 0.000178378461347182 -0.000806923386662015 0 0.000806923386662015
0	0 0 0 0	15 15 15	0	4.984375 4.984375 4.984375	0 -0.000178111984130259 0.000178111984130259 -0.000805010070006052 0 0.000805010070006052
0	0 0 0 0	16 16 16	0	4.9875 4.9875 4.9875	0 -0.000177845828807691 0.000177845828807691 -0.000803102547697622 0 0.000803102547697622
0	0 0 0 0	17 17 17	0	4.990625 4.990625 4.990625	0 -0.000177579996116255 0.000177579996116255 -0.000801200798803951 0 0.000801200798803951
0	0 0 0 0	18 18 18	0	4.99375 4.99375 4.99375	0 -0.000177314486780633 0.000177314486780633 -0.000799304802478214 0 0.000799304802478214
0	0 0 0 0	19 19 19	0	4.996875 4.996875 4.996875	0 -0.000177049301513514 0.000177049301513514 -0.000797414537959146 0 0.000797414537959146
0	0 0 0 0	20 20 20	0	5 5 5	0 -0.000176784441015703 0.000176784441015703 -0.000795529984570664 0 0.000795529984570664
0	0 0 0 0	21 21 21	0	5.003125 5.003125 5.003125	0 -0.000176519905976221 0.000176519905976221 -0.000793651121721481 0 0.000793651121721481
0	0 0 0 0	22 22 22	0	5.00625 5.00625 5.00625	0 -0.000176255697072412 0.000176255697072412 -0.00079177792890473 0 0.00079177792890473
0	0 0 0 0	23 23 23	0	5.009375 5.009375 5.009375	0 -0.000175991814970044 0.000175991814970044 -0.000789910385697586 0 0.000789910385697586
0	0 0 0 0	24 24 24	0	5.0125 5.0125 5.0125	0 -0.000175728260323412 0.000175728260323412 -0.000788048471760892 0 0.000788048471760892
0	0 0 0 0	25 25 25	0	5.015625 5.015625 5.015625	0 -0.000175465033775437 0.000175465033775437 -0.000786192166838782 0 0.000786192166838782
0	0 0 0 0	26 26 26	0	5.01875 5.01875 5.01875	0 -0.00017520213595777 0.00017520213595777 -0.000784341450758314 0 0.000784341450758314
0	0 0 0 0	27 27 27	0	5.021875 5.021875 5.021875	0 -0.000174939567490886 0.000174939567490886 -0.000782496303429093 0 0.000782496303429093
0	0 0 0 0	28 28 28	0	5.025 5.025 5.025	0 -0.000174677328984187 0.000174677328984187 -0.000780656704842909 0 0.000780656704842909
0	0 0 0 0	29 29 29	0	5.028125 5.028125 5.028125	0 -0.000174415421036099 0.000174415421036099 -0.000778822635073366 0 0.000778822635073366
0	0 0 0 0	30 30 30	0	5.03125 5.03125 5.03125	0 -0.000174153844234168 0.000174153844234168 -0.000776994074275518 0 0.000776994074275518
0	0 0 0 0	31 31 31	0	5.034375 5.034375 5.034375	0 -0.000173892599155156 0.000173892599155156 -0.000775171002685504 0 0.000775171002685504
