# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Aug 22 2016 at 07:01:11+0000
# parameter filename: "manybhnear_2bh_m1m2_0.47656_py_sx_12x13x17_rsurf4.0.par"
#
# ADMCONSTRAINTS::HAMILTONIAN x (admconstraints-hamiltonian)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:ham
0	0	0 0 0	0 20 20	0	2.96875 0.1 0.1	-0.000868706884176756
0	0	0 0 0	1 20 20	0	2.9703125 0.1 0.1	-0.000868706884176756
0	0	0 0 0	2 20 20	0	2.971875 0.1 0.1	-0.0012386509951562
0	0	0 0 0	3 20 20	0	2.9734375 0.1 0.1	-0.00152937732893705
0	0	0 0 0	4 20 20	0	2.975 0.1 0.1	-0.00180532922437736
0	0	0 0 0	5 20 20	0	2.9765625 0.1 0.1	-0.00206618663739792
0	0	0 0 0	6 20 20	0	2.978125 0.1 0.1	-0.00231164383141935
0	0	0 0 0	7 20 20	0	2.9796875 0.1 0.1	-0.00254141012736396
0	0	0 0 0	8 20 20	0	2.98125 0.1 0.1	-0.00275521076789299
0	0	0 0 0	9 20 20	0	2.9828125 0.1 0.1	-0.00295278769839174
0	0	0 0 0	10 20 20	0	2.984375 0.1 0.1	-0.0031339003423373
0	0	0 0 0	11 20 20	0	2.9859375 0.1 0.1	-0.00329832620730695
0	0	0 0 0	12 20 20	0	2.9875 0.1 0.1	-0.00344586169720405
0	0	0 0 0	13 20 20	0	2.9890625 0.1 0.1	-0.00357632250893185
0	0	0 0 0	14 20 20	0	2.990625 0.1 0.1	-0.0036895444965553
0	0	0 0 0	15 20 20	0	2.9921875 0.1 0.1	-0.00378538381040163
0	0	0 0 0	16 20 20	0	2.99375 0.1 0.1	-0.00386371756347603
0	0	0 0 0	17 20 20	0	2.9953125 0.1 0.1	-0.00392444417287873
0	0	0 0 0	18 20 20	0	2.996875 0.1 0.1	-0.00396748356968518
0	0	0 0 0	19 20 20	0	2.9984375 0.1 0.1	-0.00399277758422299
0	0	0 0 0	20 20 20	0	3 0.1 0.1	-0.00400029003052207
0	0	0 0 0	21 20 20	0	3.0015625 0.1 0.1	-0.00399000675010688
0	0	0 0 0	22 20 20	0	3.003125 0.1 0.1	-0.00396193586862442
0	0	0 0 0	23 20 20	0	3.0046875 0.1 0.1	-0.00391610752691305
0	0	0 0 0	24 20 20	0	3.00625 0.1 0.1	-0.00385257390736595
0	0	0 0 0	25 20 20	0	3.0078125 0.1 0.1	-0.00377140906670588
0	0	0 0 0	26 20 20	0	3.009375 0.1 0.1	-0.00367270863757476
0	0	0 0 0	27 20 20	0	3.0109375 0.1 0.1	-0.00355658955664619
0	0	0 0 0	28 20 20	0	3.0125 0.1 0.1	-0.00342318973785941
0	0	0 0 0	29 20 20	0	3.0140625 0.1 0.1	-0.00327266759076665
0	0	0 0 0	30 20 20	0	3.015625 0.1 0.1	-0.00310520152956427
0	0	0 0 0	31 20 20	0	3.0171875 0.1 0.1	-0.00292098946484031
0	0	0 0 0	32 20 20	0	3.01875 0.1 0.1	-0.00272024817380392
0	0	0 0 0	33 20 20	0	3.0203125 0.1 0.1	-0.00250321266141524
0	0	0 0 0	34 20 20	0	3.021875 0.1 0.1	-0.0022701354852453
0	0	0 0 0	35 20 20	0	3.0234375 0.1 0.1	-0.00202128591581525
0	0	0 0 0	36 20 20	0	3.025 0.1 0.1	-0.00175694928695172
0	0	0 0 0	37 20 20	0	3.0265625 0.1 0.1	-0.00147742612406234
0	0	0 0 0	38 20 20	0	3.028125 0.1 0.1	-0.00118303125073236
0	0	0 0 0	39 20 20	0	3.0296875 0.1 0.1	-0.000809291127044424
0	0	0 0 0	40 20 20	0	3.03125 0.1 0.1	-0.000809291127044424


