# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Jul 06 2016 at 05:07:27+0000
# parameter filename: "/home/admin/simulations/ONE_BH/1BH_P0.3_NoS/1bh_p0.3_nos/manybhnear_1bh_p0.3_nos_16x17x25.par"
#
# ADMCONSTRAINTS::HAMILTONIAN z (admconstraints-hamiltonian)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:ham
0	0	0 0 0	20 20 0	0	3 0.5 0.4375	1.92596352654229e-05
0	0	0 0 0	20 20 1	0	3 0.5 0.440625	1.92596352654229e-05
0	0	0 0 0	20 20 2	0	3 0.5 0.44375	-1.87727576018981e-09
0	0	0 0 0	20 20 3	0	3 0.5 0.446875	-1.59278361203455e-09
0	0	0 0 0	20 20 4	0	3 0.5 0.45	-1.76600795532417e-09
0	0	0 0 0	20 20 5	0	3 0.5 0.453125	-1.69275699100219e-09
0	0	0 0 0	20 20 6	0	3 0.5 0.45625	-1.63678795907576e-09
0	0	0 0 0	20 20 7	0	3 0.5 0.459375	-1.67041387883274e-09
0	0	0 0 0	20 20 8	0	3 0.5 0.4625	-1.59119372669311e-09
0	0	0 0 0	20 20 9	0	3 0.5 0.465625	-1.51457010735129e-09
0	0	0 0 0	20 20 10	0	3 0.5 0.46875	-1.65225434462651e-09
0	0	0 0 0	20 20 11	0	3 0.5 0.471875	-1.52486444174663e-09
0	0	0 0 0	20 20 12	0	3 0.5 0.475	-1.4893590358396e-09
0	0	0 0 0	20 20 13	0	3 0.5 0.478125	-1.61262060562745e-09
0	0	0 0 0	20 20 14	0	3 0.5 0.48125	-1.5393518543183e-09
0	0	0 0 0	20 20 15	0	3 0.5 0.484375	-1.35742704316516e-09
0	0	0 0 0	20 20 16	0	3 0.5 0.4875	-1.57085067870044e-09
0	0	0 0 0	20 20 17	0	3 0.5 0.490625	-1.41107048138092e-09
0	0	0 0 0	20 20 18	0	3 0.5 0.49375	-1.35519061294012e-09
0	0	0 0 0	20 20 19	0	3 0.5 0.496875	-1.34930214744367e-09
0	0	0 0 0	20 20 20	0	3 0.5 0.5	-1.37379321460407e-09
0	0	0 0 0	20 20 21	0	3 0.5 0.503125	-1.29571478503163e-09
0	0	0 0 0	20 20 22	0	3 0.5 0.50625	-1.36707434825536e-09
0	0	0 0 0	20 20 23	0	3 0.5 0.509375	-1.25300979748194e-09
0	0	0 0 0	20 20 24	0	3 0.5 0.5125	-1.37673257516457e-09
0	0	0 0 0	20 20 25	0	3 0.5 0.515625	-1.1760858142397e-09
0	0	0 0 0	20 20 26	0	3 0.5 0.51875	-1.32618945339336e-09
0	0	0 0 0	20 20 27	0	3 0.5 0.521875	-1.26279499097076e-09
0	0	0 0 0	20 20 28	0	3 0.5 0.525	-1.18550239546975e-09
0	0	0 0 0	20 20 29	0	3 0.5 0.528125	-1.2618142745946e-09
0	0	0 0 0	20 20 30	0	3 0.5 0.53125	-1.06877165494471e-09
0	0	0 0 0	20 20 31	0	3 0.5 0.534375	-1.25346200346294e-09
0	0	0 0 0	20 20 32	0	3 0.5 0.5375	-1.05553802764308e-09
0	0	0 0 0	20 20 33	0	3 0.5 0.540625	-1.19437022771951e-09
0	0	0 0 0	20 20 34	0	3 0.5 0.54375	-1.17740430512908e-09
0	0	0 0 0	20 20 35	0	3 0.5 0.546875	-1.11395782702306e-09
0	0	0 0 0	20 20 36	0	3 0.5 0.55	-1.12074969140299e-09
0	0	0 0 0	20 20 37	0	3 0.5 0.553125	-1.16978254903824e-09
0	0	0 0 0	20 20 38	0	3 0.5 0.55625	-9.77913032669531e-10
0	0	0 0 0	20 20 39	0	3 0.5 0.559375	1.27736849246532e-05
0	0	0 0 0	20 20 40	0	3 0.5 0.5625	1.27736849246532e-05


