fvalue	x	y	z
-8.48861721655e-10	0.0015625	-0.000390625	-0.000390625
2.72848410532e-10	0.00234375	-0.000390625	-0.000390625
-8.79178211714e-10	0.003125	-0.000390625	-0.000390625
9.70127681891e-10	0.00390625	-0.000390625	-0.000390625
9.39811191832e-10	0.0046875	-0.000390625	-0.000390625
4.85063840946e-10	0.00546875	-0.000390625	-0.000390625
-6.06329801182e-11	0.00625	-0.000390625	-0.000390625
4.85063840946e-10	0.00703125	-0.000390625	-0.000390625
-9.70127681891e-10	0.0078125	-0.000390625	-0.000390625
7.57912251477e-10	0.00859375	-0.000390625	-0.000390625
1.12171013219e-09	0.009375	-0.000390625	-0.000390625
1.81898940355e-10	0.01015625	-0.000390625	-0.000390625
-7.88228741537e-10	0.0109375	-0.000390625	-0.000390625
1.21265960236e-09	0.01171875	-0.000390625	-0.000390625
3.03164900591e-10	0.0125	-0.000390625	-0.000390625
2.0008883439e-09	0.01328125	-0.000390625	-0.000390625
-1.81898940355e-09	0.0140625	-0.000390625	-0.000390625
3.3348139065e-10	0.01484375	-0.000390625	-0.000390625
-4.85063840946e-10	0.015625	-0.000390625	-0.000390625
-4.85063840946e-10	0.01640625	-0.000390625	-0.000390625
-2.18278728426e-09	0.0171875	-0.000390625	-0.000390625
6.669627813e-10	0.01796875	-0.000390625	-0.000390625
2.12215430414e-10	0.01875	-0.000390625	-0.000390625
1.75835642343e-09	0.01953125	-0.000390625	-0.000390625
-1.51582450295e-10	0.0203125	-0.000390625	-0.000390625
1.3339255626e-09	0.02109375	-0.000390625	-0.000390625
6.06329801182e-10	0.021875	-0.000390625	-0.000390625
-1.39455854272e-09	0.02265625	-0.000390625	-0.000390625
-3.03164900591e-11	0.0234375	-0.000390625	-0.000390625
9.09494701773e-11	0.02421875	-0.000390625	-0.000390625
1.51582450295e-09	0.025	-0.000390625	-0.000390625
3.03164900591e-11	0.02578125	-0.000390625	-0.000390625
-1.06107715207e-09	0.0265625	-0.000390625	-0.000390625
-1.27329258248e-09	0.02734375	-0.000390625	-0.000390625
-1.42487503278e-09	0.028125	-0.000390625	-0.000390625
-7.27595761418e-10	0.02890625	-0.000390625	-0.000390625
2.72848410532e-10	0.0296875	-0.000390625	-0.000390625
4.85063840946e-10	0.03046875	-0.000390625	-0.000390625
1.09139364213e-09	0.03125	-0.000390625	-0.000390625
-2.72848410532e-10	0.03203125	-0.000390625	-0.000390625
2.42531920473e-10	0.0328125	-0.000390625	-0.000390625
-1.21265960236e-09	0.03359375	-0.000390625	-0.000390625
7.57912251477e-10	0.034375	-0.000390625	-0.000390625
1.09139364213e-09	0.03515625	-0.000390625	-0.000390625
-1.57645748307e-09	0.0359375	-0.000390625	-0.000390625
7.88228741537e-10	0.03671875	-0.000390625	-0.000390625
0.0	0.0375	-0.000390625	-0.000390625
-1.57645748307e-09	0.03828125	-0.000390625	-0.000390625
-5.45696821064e-10	0.0390625	-0.000390625	-0.000390625
1.39455854272e-09	0.03984375	-0.000390625	-0.000390625
-1.03076066201e-09	0.040625	-0.000390625	-0.000390625
-3.94114370768e-10	0.04140625	-0.000390625	-0.000390625
1.87962238366e-09	0.0421875	-0.000390625	-0.000390625
-1.54614099301e-09	0.04296875	-0.000390625	-0.000390625
-6.06329801182e-10	0.04375	-0.000390625	-0.000390625
-3.63797880709e-10	0.04453125	-0.000390625	-0.000390625
-1.81898940355e-10	0.0453125	-0.000390625	-0.000390625
-8.18545231596e-10	0.04609375	-0.000390625	-0.000390625
-1.51582450295e-09	0.046875	-0.000390625	-0.000390625
3.03164900591e-11	0.04765625	-0.000390625	-0.000390625
5.45696821064e-10	0.0484375	-0.000390625	-0.000390625
1.51582450295e-10	0.04921875	-0.000390625	-0.000390625
5.45696821064e-10	0.05	-0.000390625	-0.000390625
-4.85063840946e-10	0.05078125	-0.000390625	-0.000390625
-1.57645748307e-09	0.0515625	-0.000390625	-0.000390625
5.15380331005e-10	0.05234375	-0.000390625	-0.000390625
3.94114370768e-10	0.053125	-0.000390625	-0.000390625
9.39811191832e-10	0.05390625	-0.000390625	-0.000390625
6.669627813e-10	0.0546875	-0.000390625	-0.000390625
-1.36424205266e-09	0.05546875	-0.000390625	-0.000390625
1.09139364213e-09	0.05625	-0.000390625	-0.000390625
-3.63797880709e-10	0.05703125	-0.000390625	-0.000390625
-1.24297609242e-09	0.0578125	-0.000390625	-0.000390625
5.15380331005e-10	0.05859375	-0.000390625	-0.000390625
1.06107715207e-09	0.059375	-0.000390625	-0.000390625
1.21265960236e-10	0.06015625	-0.000390625	-0.000390625
-7.57912251477e-10	0.0609375	-0.000390625	-0.000390625
0.0	0.06171875	-0.000390625	-0.000390625
