fvalue	x	y	z
-5.22959453519e-10	0.0	0.49921875	0.49921875
5.53275943579e-10	0.0015625	0.49921875	0.49921875
5.22959453519e-10	0.003125	0.49921875	0.49921875
-5.00222085975e-10	0.0046875	0.49921875	0.49921875
-3.25902268135e-10	0.00625	0.49921875	0.49921875
1.97057185384e-10	0.0078125	0.49921875	0.49921875
-1.21265960236e-10	0.009375	0.49921875	0.49921875
2.72848410532e-10	0.0109375	0.49921875	0.49921875
9.09494701773e-11	0.0125	0.49921875	0.49921875
-8.33703476625e-11	0.0140625	0.49921875	0.49921875
2.27373675443e-10	0.015625	0.49921875	0.49921875
2.72848410532e-10	0.0171875	0.49921875	0.49921875
2.80427533047e-10	0.01875	0.49921875	0.49921875
2.95585778076e-10	0.0203125	0.49921875	0.49921875
5.0780120849e-10	0.021875	0.49921875	0.49921875
-1.66740695325e-10	0.0234375	0.49921875	0.49921875
1.97057185384e-10	0.025	0.49921875	0.49921875
3.86535248253e-10	0.0265625	0.49921875	0.49921875
6.06329801182e-11	0.028125	0.49921875	0.49921875
-4.54747350886e-11	0.0296875	0.49921875	0.49921875
-8.33703476625e-11	0.03125	0.49921875	0.49921875
-2.72848410532e-10	0.0328125	0.49921875	0.49921875
2.27373675443e-10	0.034375	0.49921875	0.49921875
-4.32009983342e-10	0.0359375	0.49921875	0.49921875
4.54747350886e-10	0.0375	0.49921875	0.49921875
4.32009983342e-10	0.0390625	0.49921875	0.49921875
-6.44225413756e-10	0.040625	0.49921875	0.49921875
1.51582450295e-11	0.0421875	0.49921875	0.49921875
5.22959453519e-10	0.04375	0.49921875	0.49921875
2.88006655561e-10	0.0453125	0.49921875	0.49921875
6.29067168726e-10	0.046875	0.49921875	0.49921875
-2.57690165502e-10	0.0484375	0.49921875	0.49921875
-4.54747350886e-10	0.05	0.49921875	0.49921875
-6.06329801182e-11	0.0515625	0.49921875	0.49921875
4.54747350886e-11	0.053125	0.49921875	0.49921875
2.27373675443e-10	0.0546875	0.49921875	0.49921875
-6.8212102633e-10	0.05625	0.49921875	0.49921875
3.10744023106e-10	0.0578125	0.49921875	0.49921875
-1.44003327781e-10	0.059375	0.49921875	0.49921875
-6.06329801182e-11	0.0609375	0.49921875	0.49921875
-3.03164900591e-11	0.0625	0.49921875	0.49921875
-1.66740695325e-10	0.0640625	0.49921875	0.49921875
-2.19794552928e-10	0.065625	0.49921875	0.49921875
-7.50333128963e-10	0.0671875	0.49921875	0.49921875
-5.60855066093e-10	0.06875	0.49921875	0.49921875
3.3348139065e-10	0.0703125	0.49921875	0.49921875
1.97057185384e-10	0.071875	0.49921875	0.49921875
1.81898940355e-10	0.0734375	0.49921875	0.49921875
-9.85285926921e-11	0.075	0.49921875	0.49921875
3.18323145621e-10	0.0765625	0.49921875	0.49921875
-1.51582450295e-10	0.078125	0.49921875	0.49921875
-3.03164900591e-10	0.0796875	0.49921875	0.49921875
-1.36424205266e-10	0.08125	0.49921875	0.49921875
2.95585778076e-10	0.0828125	0.49921875	0.49921875
2.12215430414e-10	0.084375	0.49921875	0.49921875
2.65269288017e-10	0.0859375	0.49921875	0.49921875
-1.97057185384e-10	0.0875	0.49921875	0.49921875
