fvalue	x	y	z
-2.41833220116e-09	4.475	-0.00625	-0.00625
-2.27610523022e-09	4.4875	-0.00625	-0.00625
-2.15270764177e-09	4.5	-0.00625	-0.00625
-2.0174676744e-09	4.5125	-0.00625	-0.00625
-1.90982044993e-09	4.525	-0.00625	-0.00625
-1.80359431094e-09	4.5375	-0.00625	-0.00625
-1.70755261782e-09	4.55	-0.00625	-0.00625
-1.60795821103e-09	4.5625	-0.00625	-0.00625
-1.53311437619e-09	4.575	-0.00625	-0.00625
-1.44311229633e-09	4.5875	-0.00625	-0.00625
-1.36542629055e-09	4.6	-0.00625	-0.00625
-1.29200354119e-09	4.6125	-0.00625	-0.00625
-1.22296247203e-09	4.625	-0.00625	-0.00625
-1.15427667424e-09	4.6375	-0.00625	-0.00625
-1.11034144841e-09	4.65	-0.00625	-0.00625
-1.04544521188e-09	4.6625	-0.00625	-0.00625
-9.98667815111e-10	4.675	-0.00625	-0.00625
-9.33771578578e-10	4.6875	-0.00625	-0.00625
-8.89007386225e-10	4.7	-0.00625	-0.00625
-8.42585260822e-10	4.7125	-0.00625	-0.00625
-8.08716057084e-10	4.725	-0.00625	-0.00625
-7.61938660313e-10	4.7375	-0.00625	-0.00625
-7.2901684689e-10	4.75	-0.00625	-0.00625
-6.90055420212e-10	4.7625	-0.00625	-0.00625
-6.57725725735e-10	4.775	-0.00625	-0.00625
-6.25277607469e-10	4.7875	-0.00625	-0.00625
-5.9330318436e-10	4.8	-0.00625	-0.00625
-5.78263363119e-10	4.8125	-0.00625	-0.00625
-5.42499378753e-10	4.825	-0.00625	-0.00625
-5.15854026162e-10	4.8375	-0.00625	-0.00625
-4.91221877989e-10	4.85	-0.00625	-0.00625
-4.64576525398e-10	4.8625	-0.00625	-0.00625
-4.4752349974e-10	4.875	-0.00625	-0.00625
-4.29404659978e-10	4.8875	-0.00625	-0.00625
-4.08088377905e-10	4.9	-0.00625	-0.00625
-3.87364214779e-10	4.9125	-0.00625	-0.00625
-3.76587649953e-10	4.925	-0.00625	-0.00625
-3.59179352927e-10	4.9375	-0.00625	-0.00625
-3.45915888526e-10	4.95	-0.00625	-0.00625
-3.18086298042e-10	4.9625	-0.00625	-0.00625
-3.14888855731e-10	4.975	-0.00625	-0.00625
-3.02572781645e-10	4.9875	-0.00625	-0.00625
-2.82914432622e-10	5.0	-0.00625	-0.00625
-2.70953629903e-10	5.0125	-0.00625	-0.00625
-2.63492931178e-10	5.025	-0.00625	-0.00625
-2.50821585723e-10	5.0375	-0.00625	-0.00625
-2.39926597108e-10	5.05	-0.00625	-0.00625
-2.31163236701e-10	5.0625	-0.00625	-0.00625
-2.15531296514e-10	5.075	-0.00625	-0.00625
-2.05583698213e-10	5.0875	-0.00625	-0.00625
-2.07952173999e-10	5.1	-0.00625	-0.00625
-1.87109587083e-10	5.1125	-0.00625	-0.00625
-1.82491059301e-10	5.125	-0.00625	-0.00625
-1.82846330669e-10	5.1375	-0.00625	-0.00625
-1.75148784365e-10	5.15	-0.00625	-0.00625
-1.65438033643e-10	5.1625	-0.00625	-0.00625
-1.57977334917e-10	5.175	-0.00625	-0.00625
-1.5750363976e-10	5.1875	-0.00625	-0.00625
-1.45424413252e-10	5.2	-0.00625	-0.00625
-1.34884696005e-10	5.2125	-0.00625	-0.00625
-1.35595238741e-10	5.225	-0.00625	-0.00625
-1.32634644009e-10	5.2375	-0.00625	-0.00625
-1.30858287169e-10	5.25	-0.00625	-0.00625
-1.13449990143e-10	5.2625	-0.00625	-0.00625
-1.2398970739e-10	5.275	-0.00625	-0.00625
-1.10726242989e-10	5.2875	-0.00625	-0.00625
-1.01252339846e-10	5.3	-0.00625	-0.00625
-1.07528800678e-10	5.3125	-0.00625	-0.00625
-9.33179459632e-11	5.325	-0.00625	-0.00625
-9.85285926921e-11	5.3375	-0.00625	-0.00625
-9.4857455224e-11	5.35	-0.00625	-0.00625
-9.42653362775e-11	5.3625	-0.00625	-0.00625
-8.90546895486e-11	5.375	-0.00625	-0.00625
-8.75151802878e-11	5.3875	-0.00625	-0.00625
-7.72123106193e-11	5.4	-0.00625	-0.00625
-6.75015598972e-11	5.4125	-0.00625	-0.00625
-7.23569352582e-11	5.425	-0.00625	-0.00625
-7.0225307051e-11	5.4375	-0.00625	-0.00625
-6.51330841113e-11	5.45	-0.00625	-0.00625
-6.46593889542e-11	5.4625	-0.00625	-0.00625
-6.32383034826e-11	5.475	-0.00625	-0.00625
-5.87381994895e-11	5.4875	-0.00625	-0.00625
-6.11066752754e-11	5.5	-0.00625	-0.00625
-5.64881474929e-11	5.5125	-0.00625	-0.00625
-5.64881474929e-11	5.525	-0.00625	-0.00625
-5.40012479178e-11	5.5375	-0.00625	-0.00625
-5.25801624462e-11	5.55	-0.00625	-0.00625
-5.25801624462e-11	5.5625	-0.00625	-0.00625
-5.21064672891e-11	5.575	-0.00625	-0.00625
-4.68958205602e-11	5.5875	-0.00625	-0.00625
-4.80800584531e-11	5.6	-0.00625	-0.00625
-3.74219174167e-11	5.6125	-0.00625	-0.00625
-4.09746310955e-11	5.625	-0.00625	-0.00625
-3.32770847914e-11	5.6375	-0.00625	-0.00625
-4.05009359383e-11	5.65	-0.00625	-0.00625
-4.14483262527e-11	5.6625	-0.00625	-0.00625
-3.82508839418e-11	5.675	-0.00625	-0.00625
-3.0671761427e-11	5.6875	-0.00625	-0.00625
-3.64745271024e-11	5.7	-0.00625	-0.00625
-3.30402372128e-11	5.7125	-0.00625	-0.00625
-3.88430028882e-11	5.725	-0.00625	-0.00625
-3.39876275272e-11	5.7375	-0.00625	-0.00625
-2.74743191161e-11	5.75	-0.00625	-0.00625
-2.61716574338e-11	5.7625	-0.00625	-0.00625
-3.28033896343e-11	5.775	-0.00625	-0.00625
-2.52242671195e-11	5.7875	-0.00625	-0.00625
-2.98427949019e-11	5.8	-0.00625	-0.00625
-2.3803181648e-11	5.8125	-0.00625	-0.00625
-2.79480142732e-11	5.825	-0.00625	-0.00625
-2.92506759555e-11	5.8375	-0.00625	-0.00625
-2.65269288017e-11	5.85	-0.00625	-0.00625
-2.42768768051e-11	5.8625	-0.00625	-0.00625
-1.63424829225e-11	5.875	-0.00625	-0.00625
-3.09086090056e-11	5.8875	-0.00625	-0.00625
-2.00136203906e-11	5.9	-0.00625	-0.00625
-1.87109587083e-11	5.9125	-0.00625	-0.00625
-2.03688917585e-11	5.925	-0.00625	-0.00625
-2.61716574338e-11	5.9375	-0.00625	-0.00625
-1.46845498724e-11	5.95	-0.00625	-0.00625
-1.24344978758e-11	5.9625	-0.00625	-0.00625
