fvalue	x	y	z
-2.32110627015e-11	0.0	0.496875	0.496875
-9.94759830064e-12	0.00625	0.496875	0.496875
2.55795384874e-11	0.0125	0.496875	0.496875
-5.68434188608e-12	0.01875	0.496875	0.496875
-9.94759830064e-12	0.025	0.496875	0.496875
-2.27373675443e-11	0.03125	0.496875	0.496875
-4.21588689884e-11	0.0375	0.496875	0.496875
3.17375755306e-11	0.04375	0.496875	0.496875
-1.04212934578e-11	0.05	0.496875	0.496875
5.68434188608e-12	0.05625	0.496875	0.496875
-4.26325641456e-12	0.0625	0.496875	0.496875
-2.84217094304e-11	0.06875	0.496875	0.496875
1.42108547152e-12	0.075	0.496875	0.496875
-9.47390314347e-13	0.08125	0.496875	0.496875
9.00020798629e-12	0.0875	0.496875	0.496875
1.61056353439e-11	0.09375	0.496875	0.496875
7.57912251477e-12	0.1	0.496875	0.496875
-3.31586610021e-11	0.10625	0.496875	0.496875
1.13686837722e-11	0.1125	0.496875	0.496875
-4.26325641456e-12	0.11875	0.496875	0.496875
-9.47390314347e-12	0.125	0.496875	0.496875
2.65269288017e-11	0.13125	0.496875	0.496875
-5.44749430749e-11	0.1375	0.496875	0.496875
3.78956125739e-12	0.14375	0.496875	0.496875
-1.13686837722e-11	0.15	0.496875	0.496875
7.1054273576e-12	0.15625	0.496875	0.496875
6.15803704325e-12	0.1625	0.496875	0.496875
-4.45273447743e-11	0.16875	0.496875	0.496875
6.63173220043e-12	0.175	0.496875	0.496875
1.23160740865e-11	0.18125	0.496875	0.496875
-2.13162820728e-11	0.1875	0.496875	0.496875
-1.89478062869e-12	0.19375	0.496875	0.496875
-2.84217094304e-12	0.2	0.496875	0.496875
-2.84217094304e-12	0.20625	0.496875	0.496875
-1.23160740865e-11	0.2125	0.496875	0.496875
-3.36323561593e-11	0.21875	0.496875	0.496875
8.05281767195e-12	0.225	0.496875	0.496875
-4.73695157173e-13	0.23125	0.496875	0.496875
4.02640883597e-11	0.2375	0.496875	0.496875
-3.78956125739e-12	0.24375	0.496875	0.496875
7.57912251477e-12	0.25	0.496875	0.496875
-1.94215014441e-11	0.25625	0.496875	0.496875
4.6422125403e-11	0.2625	0.496875	0.496875
