fvalue	x	y	z
-3.15291496615e-09	0.00078125	-0.0001953125	-0.0001953125
3.63797880709e-09	0.001171875	-0.0001953125	-0.0001953125
-4.72937244922e-09	0.0015625	-0.0001953125	-0.0001953125
3.63797880709e-09	0.001953125	-0.0001953125	-0.0001953125
7.39722357442e-09	0.00234375	-0.0001953125	-0.0001953125
-2.78911708544e-09	0.002734375	-0.0001953125	-0.0001953125
-3.39544688662e-09	0.003125	-0.0001953125	-0.0001953125
-1.3339255626e-09	0.003515625	-0.0001953125	-0.0001953125
-6.42709589253e-09	0.00390625	-0.0001953125	-0.0001953125
1.81898940355e-09	0.004296875	-0.0001953125	-0.0001953125
-1.94025536378e-09	0.0046875	-0.0001953125	-0.0001953125
-6.54836185277e-09	0.005078125	-0.0001953125	-0.0001953125
3.51671284686e-09	0.00546875	-0.0001953125	-0.0001953125
0.0	0.005859375	-0.0001953125	-0.0001953125
-8.48861721655e-09	0.00625	-0.0001953125	-0.0001953125
9.70127681891e-09	0.006640625	-0.0001953125	-0.0001953125
9.70127681891e-10	0.00703125	-0.0001953125	-0.0001953125
-4.36557456851e-09	0.007421875	-0.0001953125	-0.0001953125
-1.81898940355e-09	0.0078125	-0.0001953125	-0.0001953125
-3.63797880709e-10	0.008203125	-0.0001953125	-0.0001953125
-2.6678511252e-09	0.00859375	-0.0001953125	-0.0001953125
0.0	0.008984375	-0.0001953125	-0.0001953125
-7.03342569371e-09	0.009375	-0.0001953125	-0.0001953125
-3.15291496615e-09	0.009765625	-0.0001953125	-0.0001953125
-2.91038304567e-09	0.01015625	-0.0001953125	-0.0001953125
-7.27595761418e-09	0.010546875	-0.0001953125	-0.0001953125
6.30582993229e-09	0.0109375	-0.0001953125	-0.0001953125
2.18278728426e-09	0.011328125	-0.0001953125	-0.0001953125
4.72937244922e-09	0.01171875	-0.0001953125	-0.0001953125
1.21265960236e-09	0.012109375	-0.0001953125	-0.0001953125
1.21265960236e-09	0.0125	-0.0001953125	-0.0001953125
5.57823417087e-09	0.012890625	-0.0001953125	-0.0001953125
-2.06152132402e-09	0.01328125	-0.0001953125	-0.0001953125
-2.54658516496e-09	0.013671875	-0.0001953125	-0.0001953125
-2.78911708544e-09	0.0140625	-0.0001953125	-0.0001953125
4.48684052875e-09	0.014453125	-0.0001953125	-0.0001953125
-6.42709589253e-09	0.01484375	-0.0001953125	-0.0001953125
-3.75924476733e-09	0.015234375	-0.0001953125	-0.0001953125
-9.70127681891e-10	0.015625	-0.0001953125	-0.0001953125
-3.15291496615e-09	0.016015625	-0.0001953125	-0.0001953125
-1.06714045008e-08	0.01640625	-0.0001953125	-0.0001953125
5.09317032993e-09	0.016796875	-0.0001953125	-0.0001953125
4.85063840946e-10	0.0171875	-0.0001953125	-0.0001953125
2.6678511252e-09	0.017578125	-0.0001953125	-0.0001953125
6.30582993229e-09	0.01796875	-0.0001953125	-0.0001953125
-1.94025536378e-09	0.018359375	-0.0001953125	-0.0001953125
-5.45696821064e-09	0.01875	-0.0001953125	-0.0001953125
7.27595761418e-10	0.019140625	-0.0001953125	-0.0001953125
4.85063840946e-10	0.01953125	-0.0001953125	-0.0001953125
-4.60810648898e-09	0.019921875	-0.0001953125	-0.0001953125
3.63797880709e-10	0.0203125	-0.0001953125	-0.0001953125
-2.78911708544e-09	0.020703125	-0.0001953125	-0.0001953125
4.72937244922e-09	0.02109375	-0.0001953125	-0.0001953125
-9.70127681891e-10	0.021484375	-0.0001953125	-0.0001953125
-9.70127681891e-10	0.021875	-0.0001953125	-0.0001953125
-2.06152132402e-09	0.022265625	-0.0001953125	-0.0001953125
-4.48684052875e-09	0.02265625	-0.0001953125	-0.0001953125
-1.94025536378e-09	0.023046875	-0.0001953125	-0.0001953125
1.94025536378e-09	0.0234375	-0.0001953125	-0.0001953125
9.82254277915e-09	0.023828125	-0.0001953125	-0.0001953125
-4.48684052875e-09	0.02421875	-0.0001953125	-0.0001953125
-4.24430860827e-09	0.024609375	-0.0001953125	-0.0001953125
-2.18278728426e-09	0.025	-0.0001953125	-0.0001953125
7.27595761418e-10	0.025390625	-0.0001953125	-0.0001953125
4.0017766878e-09	0.02578125	-0.0001953125	-0.0001953125
-1.09139364213e-09	0.026171875	-0.0001953125	-0.0001953125
3.88051072756e-09	0.0265625	-0.0001953125	-0.0001953125
-3.15291496615e-09	0.026953125	-0.0001953125	-0.0001953125
5.94203205158e-09	0.02734375	-0.0001953125	-0.0001953125
-8.85241509726e-09	0.027734375	-0.0001953125	-0.0001953125
-3.51671284686e-09	0.028125	-0.0001953125	-0.0001953125
-6.30582993229e-09	0.028515625	-0.0001953125	-0.0001953125
-3.03164900591e-09	0.02890625	-0.0001953125	-0.0001953125
0.0	0.029296875	-0.0001953125	-0.0001953125
-9.70127681891e-10	0.0296875	-0.0001953125	-0.0001953125
6.91215973347e-09	0.030078125	-0.0001953125	-0.0001953125
9.70127681891e-10	0.03046875	-0.0001953125	-0.0001953125
7.39722357442e-09	0.030859375	-0.0001953125	-0.0001953125
-2.91038304567e-09	0.03125	-0.0001953125	-0.0001953125
2.54658516496e-09	0.031640625	-0.0001953125	-0.0001953125
-1.45519152284e-09	0.03203125	-0.0001953125	-0.0001953125
1.21265960236e-09	0.032421875	-0.0001953125	-0.0001953125
5.57823417087e-09	0.0328125	-0.0001953125	-0.0001953125
-1.94025536378e-09	0.033203125	-0.0001953125	-0.0001953125
-5.21443629016e-09	0.03359375	-0.0001953125	-0.0001953125
1.94025536378e-09	0.033984375	-0.0001953125	-0.0001953125
