fvalue	x	y	z
1.47792889038e-10	0.0	0.4984375	0.4984375
3.03164900591e-11	0.003125	0.4984375	0.4984375
-3.60008319452e-11	0.00625	0.4984375	0.4984375
5.49486382321e-11	0.009375	0.4984375	0.4984375
-6.44225413756e-11	0.0125	0.4984375	0.4984375
-1.87583282241e-10	0.015625	0.4984375	0.4984375
3.41060513165e-11	0.01875	0.4984375	0.4984375
-7.57912251477e-11	0.021875	0.4984375	0.4984375
6.25277607469e-11	0.025	0.4984375	0.4984375
-4.357995446e-11	0.028125	0.4984375	0.4984375
-1.89478062869e-11	0.03125	0.4984375	0.4984375
1.1558161835e-10	0.034375	0.4984375	0.4984375
9.2844250806e-11	0.0375	0.4984375	0.4984375
9.2844250806e-11	0.040625	0.4984375	0.4984375
1.32634644009e-11	0.04375	0.4984375	0.4984375
5.68434188608e-11	0.046875	0.4984375	0.4984375
6.8212102633e-11	0.05	0.4984375	0.4984375
2.84217094304e-11	0.053125	0.4984375	0.4984375
1.89478062869e-10	0.05625	0.4984375	0.4984375
3.78956125739e-12	0.059375	0.4984375	0.4984375
9.47390314347e-11	0.0625	0.4984375	0.4984375
-1.00423373321e-10	0.065625	0.4984375	0.4984375
1.13686837722e-10	0.06875	0.4984375	0.4984375
1.08002495836e-10	0.071875	0.4984375	0.4984375
-3.03164900591e-11	0.075	0.4984375	0.4984375
-1.44003327781e-10	0.078125	0.4984375	0.4984375
6.06329801182e-11	0.08125	0.4984375	0.4984375
-1.26950302122e-10	0.084375	0.4984375	0.4984375
8.90546895486e-11	0.0875	0.4984375	0.4984375
-8.71599089199e-11	0.090625	0.4984375	0.4984375
1.26950302122e-10	0.09375	0.4984375	0.4984375
4.54747350886e-11	0.096875	0.4984375	0.4984375
7.57912251477e-12	0.1	0.4984375	0.4984375
-2.27373675443e-11	0.103125	0.4984375	0.4984375
-1.32634644009e-10	0.10625	0.4984375	0.4984375
1.32634644009e-10	0.109375	0.4984375	0.4984375
2.08425869156e-11	0.1125	0.4984375	0.4984375
-3.78956125739e-12	0.115625	0.4984375	0.4984375
8.90546895486e-11	0.11875	0.4984375	0.4984375
3.78956125739e-12	0.121875	0.4984375	0.4984375
1.13686837722e-11	0.125	0.4984375	0.4984375
6.44225413756e-11	0.128125	0.4984375	0.4984375
-9.85285926921e-11	0.13125	0.4984375	0.4984375
-7.57912251477e-11	0.134375	0.4984375	0.4984375
-7.57912251477e-12	0.1375	0.4984375	0.4984375
9.47390314347e-12	0.140625	0.4984375	0.4984375
-5.30538576034e-11	0.14375	0.4984375	0.4984375
1.09897276464e-10	0.146875	0.4984375	0.4984375
2.4632148173e-11	0.15	0.4984375	0.4984375
1.89478062869e-12	0.153125	0.4984375	0.4984375
7.20016638904e-11	0.15625	0.4984375	0.4984375
3.60008319452e-11	0.159375	0.4984375	0.4984375
-7.76860057764e-11	0.1625	0.4984375	0.4984375
1.85688501612e-10	0.165625	0.4984375	0.4984375
-1.55372011553e-10	0.16875	0.4984375	0.4984375
-1.13686837722e-11	0.171875	0.4984375	0.4984375
6.06329801182e-11	0.175	0.4984375	0.4984375
1.70530256582e-11	0.178125	0.4984375	0.4984375
-3.97903932026e-11	0.18125	0.4984375	0.4984375
-2.65269288017e-11	0.184375	0.4984375	0.4984375
-7.20016638904e-11	0.1875	0.4984375	0.4984375
-9.2844250806e-11	0.190625	0.4984375	0.4984375
-6.8212102633e-11	0.19375	0.4984375	0.4984375
-9.85285926921e-11	0.196875	0.4984375	0.4984375
5.11590769747e-11	0.2	0.4984375	0.4984375
-1.13686837722e-11	0.203125	0.4984375	0.4984375
2.12215430414e-10	0.20625	0.4984375	0.4984375
-1.13686837722e-11	0.209375	0.4984375	0.4984375
1.89478062869e-11	0.2125	0.4984375	0.4984375
6.06329801182e-11	0.215625	0.4984375	0.4984375
1.7431981784e-10	0.21875	0.4984375	0.4984375
4.16851738313e-11	0.221875	0.4984375	0.4984375
1.13686837722e-11	0.225	0.4984375	0.4984375
-1.13686837722e-11	0.228125	0.4984375	0.4984375
1.51582450295e-11	0.23125	0.4984375	0.4984375
-1.76214598469e-10	0.234375	0.4984375	0.4984375
0.0	0.2375	0.4984375	0.4984375
7.57912251477e-12	0.240625	0.4984375	0.4984375
-5.30538576034e-11	0.24375	0.4984375	0.4984375
-5.30538576034e-11	0.246875	0.4984375	0.4984375
1.1558161835e-10	0.25	0.4984375	0.4984375
-5.68434188608e-11	0.253125	0.4984375	0.4984375
2.27373675443e-11	0.25625	0.4984375	0.4984375
7.20016638904e-11	0.259375	0.4984375	0.4984375
-6.63173220043e-11	0.2625	0.4984375	0.4984375
-7.57912251477e-11	0.265625	0.4984375	0.4984375
-1.80004159726e-10	0.26875	0.4984375	0.4984375
5.49486382321e-11	0.271875	0.4984375	0.4984375
5.30538576034e-11	0.275	0.4984375	0.4984375
-1.28845082751e-10	0.278125	0.4984375	0.4984375
1.49687669667e-10	0.28125	0.4984375	0.4984375
-8.71599089199e-11	0.284375	0.4984375	0.4984375
1.62951134068e-10	0.2875	0.4984375	0.4984375
-2.27373675443e-11	0.290625	0.4984375	0.4984375
-1.17476398979e-10	0.29375	0.4984375	0.4984375
1.19371179608e-10	0.296875	0.4984375	0.4984375
1.47792889038e-10	0.3	0.4984375	0.4984375
-1.25055521494e-10	0.303125	0.4984375	0.4984375
-1.42108547152e-10	0.30625	0.4984375	0.4984375
-1.13686837722e-11	0.309375	0.4984375	0.4984375
6.06329801182e-11	0.3125	0.4984375	0.4984375
-1.04212934578e-10	0.315625	0.4984375	0.4984375
1.13686837722e-10	0.31875	0.4984375	0.4984375
-4.357995446e-11	0.321875	0.4984375	0.4984375
-6.06329801182e-11	0.325	0.4984375	0.4984375
1.04212934578e-10	0.328125	0.4984375	0.4984375
7.20016638904e-11	0.33125	0.4984375	0.4984375
8.71599089199e-11	0.334375	0.4984375	0.4984375
-1.25055521494e-10	0.3375	0.4984375	0.4984375
-2.84217094304e-11	0.340625	0.4984375	0.4984375
3.97903932026e-11	0.34375	0.4984375	0.4984375
1.72425037211e-10	0.346875	0.4984375	0.4984375
-1.08002495836e-10	0.35	0.4984375	0.4984375
3.78956125739e-11	0.353125	0.4984375	0.4984375
-5.68434188608e-12	0.35625	0.4984375	0.4984375
1.32634644009e-10	0.359375	0.4984375	0.4984375
-5.49486382321e-11	0.3625	0.4984375	0.4984375
-5.87381994895e-11	0.365625	0.4984375	0.4984375
1.61056353439e-10	0.36875	0.4984375	0.4984375
-1.7431981784e-10	0.371875	0.4984375	0.4984375
-4.73695157173e-11	0.375	0.4984375	0.4984375
5.68434188608e-11	0.378125	0.4984375	0.4984375
7.57912251477e-11	0.38125	0.4984375	0.4984375
-5.30538576034e-11	0.384375	0.4984375	0.4984375
-9.47390314347e-12	0.3875	0.4984375	0.4984375
-4.54747350886e-11	0.390625	0.4984375	0.4984375
-3.60008319452e-11	0.39375	0.4984375	0.4984375
-3.03164900591e-11	0.396875	0.4984375	0.4984375
3.97903932026e-11	0.4	0.4984375	0.4984375
-2.08425869156e-11	0.403125	0.4984375	0.4984375
-2.08425869156e-11	0.40625	0.4984375	0.4984375
7.20016638904e-11	0.409375	0.4984375	0.4984375
-9.47390314347e-11	0.4125	0.4984375	0.4984375
3.78956125739e-11	0.415625	0.4984375	0.4984375
2.65269288017e-11	0.41875	0.4984375	0.4984375
6.63173220043e-11	0.421875	0.4984375	0.4984375
-5.68434188608e-11	0.425	0.4984375	0.4984375
-9.85285926921e-11	0.428125	0.4984375	0.4984375
8.33703476625e-11	0.43125	0.4984375	0.4984375
-2.27373675443e-11	0.434375	0.4984375	0.4984375
-5.30538576034e-11	0.4375	0.4984375	0.4984375
7.01068832617e-11	0.440625	0.4984375	0.4984375
5.68434188608e-11	0.44375	0.4984375	0.4984375
-1.51582450295e-11	0.446875	0.4984375	0.4984375
2.65269288017e-11	0.45	0.4984375	0.4984375
1.17476398979e-10	0.453125	0.4984375	0.4984375
-1.89478062869e-12	0.45625	0.4984375	0.4984375
-1.17476398979e-10	0.459375	0.4984375	0.4984375
-7.95807864051e-11	0.4625	0.4984375	0.4984375
-3.60008319452e-11	0.465625	0.4984375	0.4984375
6.63173220043e-11	0.46875	0.4984375	0.4984375
-2.27373675443e-11	0.471875	0.4984375	0.4984375
6.06329801182e-11	0.475	0.4984375	0.4984375
2.27373675443e-11	0.478125	0.4984375	0.4984375
-1.49687669667e-10	0.48125	0.4984375	0.4984375
2.27373675443e-11	0.484375	0.4984375	0.4984375
5.68434188608e-12	0.4875	0.4984375	0.4984375
7.20016638904e-11	0.490625	0.4984375	0.4984375
1.13686837722e-11	0.49375	0.4984375	0.4984375
6.63173220043e-11	0.496875	0.4984375	0.4984375
1.89478062869e-11	0.5	0.4984375	0.4984375
0.0	0.503125	0.4984375	0.4984375
1.13686837722e-11	0.50625	0.4984375	0.4984375
-2.4632148173e-11	0.509375	0.4984375	0.4984375
-2.84217094304e-11	0.5125	0.4984375	0.4984375
-1.02318153949e-10	0.515625	0.4984375	0.4984375
-1.28845082751e-10	0.51875	0.4984375	0.4984375
1.76214598469e-10	0.521875	0.4984375	0.4984375
1.70530256582e-11	0.525	0.4984375	0.4984375
2.84217094304e-11	0.528125	0.4984375	0.4984375
7.76860057764e-11	0.53125	0.4984375	0.4984375
2.27373675443e-11	0.534375	0.4984375	0.4984375
2.84217094304e-11	0.5375	0.4984375	0.4984375
1.51582450295e-10	0.540625	0.4984375	0.4984375
3.41060513165e-11	0.54375	0.4984375	0.4984375
8.52651282912e-11	0.546875	0.4984375	0.4984375
6.06329801182e-11	0.55	0.4984375	0.4984375
3.03164900591e-11	0.553125	0.4984375	0.4984375
0.0	0.55625	0.4984375	0.4984375
6.25277607469e-11	0.559375	0.4984375	0.4984375
-9.66338120634e-11	0.5625	0.4984375	0.4984375
-1.89478062869e-11	0.565625	0.4984375	0.4984375
-1.51582450295e-11	0.56875	0.4984375	0.4984375
1.28845082751e-10	0.571875	0.4984375	0.4984375
-1.51582450295e-11	0.575	0.4984375	0.4984375
-7.20016638904e-11	0.578125	0.4984375	0.4984375
6.8212102633e-11	0.58125	0.4984375	0.4984375
9.47390314347e-12	0.584375	0.4984375	0.4984375
3.78956125739e-11	0.5875	0.4984375	0.4984375
-7.76860057764e-11	0.590625	0.4984375	0.4984375
