# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Jun 28 2016 at 22:02:45+0000
# parameter filename: "/home/admin/simulations/GenerateSimulations/One_BH/twopunfar_One_BH_30.par"
#
# ADMCONSTRAINTS::HAMILTONIAN x (admconstraints-hamiltonian)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:ham
0	0	0 0 0	0 20 20	0	4.9375 5 5	1.26393259651567e-09
0	0	0 0 0	1 20 20	0	4.940625 5 5	1.26393259651567e-09
0	0	0 0 0	2 20 20	0	4.94375 5 5	-6.39752696311625e-11
0	0	0 0 0	3 20 20	0	4.946875 5 5	5.3389526735998e-10
0	0	0 0 0	4 20 20	0	4.95 5 5	-3.15387487262731e-10
0	0	0 0 0	5 20 20	0	4.953125 5 5	1.23939440001454e-10
0	0	0 0 0	6 20 20	0	4.95625 5 5	3.3480491475658e-10
0	0	0 0 0	7 20 20	0	4.959375 5 5	2.6831486613816e-10
0	0	0 0 0	8 20 20	0	4.9625 5 5	-6.31110442528263e-10
0	0	0 0 0	9 20 20	0	4.965625 5 5	-3.1389113365186e-11
0	0	0 0 0	10 20 20	0	4.96875 5 5	-2.10361569858315e-10
0	0	0 0 0	11 20 20	0	4.971875 5 5	6.07246082436389e-10
0	0	0 0 0	12 20 20	0	4.975 5 5	2.44149424509908e-10
0	0	0 0 0	13 20 20	0	4.978125 5 5	-1.32387725892802e-10
0	0	0 0 0	14 20 20	0	4.98125 5 5	-1.36097118659975e-11
0	0	0 0 0	15 20 20	0	4.984375 5 5	2.47647337662756e-10
0	0	0 0 0	16 20 20	0	4.9875 5 5	-5.68336253279114e-11
0	0	0 0 0	17 20 20	0	4.990625 5 5	-1.13953002744769e-10
0	0	0 0 0	18 20 20	0	4.99375 5 5	-1.75371693008247e-10
0	0	0 0 0	19 20 20	0	4.996875 5 5	-5.94460782276497e-10
0	0	0 0 0	20 20 20	0	5 5 5	1.01805547465178e-10
0	0	0 0 0	21 20 20	0	5.003125 5 5	-2.66212747477206e-10
0	0	0 0 0	22 20 20	0	5.00625 5 5	7.90275718357036e-11
0	0	0 0 0	23 20 20	0	5.009375 5 5	6.82866474381858e-10
0	0	0 0 0	24 20 20	0	5.0125 5 5	7.50520224329619e-11
0	0	0 0 0	25 20 20	0	5.015625 5 5	8.46006182777721e-11
0	0	0 0 0	26 20 20	0	5.01875 5 5	-2.00391430425461e-10
0	0	0 0 0	27 20 20	0	5.021875 5 5	3.89771929091999e-10
0	0	0 0 0	28 20 20	0	5.025 5 5	-7.33043840553947e-10
0	0	0 0 0	29 20 20	0	5.028125 5 5	7.49966733538089e-10
0	0	0 0 0	30 20 20	0	5.03125 5 5	-3.91028372513644e-10
0	0	0 0 0	31 20 20	0	5.034375 5 5	6.18875578954229e-11
0	0	0 0 0	32 20 20	0	5.0375 5 5	4.85063375789884e-10
0	0	0 0 0	33 20 20	0	5.040625 5 5	-6.44478432601143e-10
0	0	0 0 0	34 20 20	0	5.04375 5 5	8.01290707076398e-11
0	0	0 0 0	35 20 20	0	5.046875 5 5	-1.8546687422929e-10
0	0	0 0 0	36 20 20	0	5.05 5 5	-4.73858801815333e-10
0	0	0 0 0	37 20 20	0	5.053125 5 5	3.86352913406734e-10
0	0	0 0 0	38 20 20	0	5.05625 5 5	7.12939682490317e-12
0	0	0 0 0	39 20 20	0	5.059375 5 5	2.32880106689658e-09
0	0	0 0 0	40 20 20	0	5.0625 5 5	2.32880106689658e-09


