# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Jul 03 2016 at 15:12:32+0000
# parameter filename: "/home/admin/simulations/GenerateSimulations/ONE_BH/1BH_P0.75_NoS/1bh_p0.75_nos/twopunnear_1bh_p0.75_nos_40.par"
#
# ADMCONSTRAINTS::MOMENTUM x (admconstraints-momentum)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:momx 14:momy 15:momz
0	0	0 0 0	0 20 20	0	2.9375 0.5 0.5	3.47695897891374e-06 -2.00953664769229e-07 -2.00953664818669e-07
0	0	0 0 0	1 20 20	0	2.940625 0.5 0.5	3.47695897891374e-06 -2.00953664769229e-07 -2.00953664818669e-07
0	0	0 0 0	2 20 20	0	2.94375 0.5 0.5	1.13385572047326e-11 6.02108666744594e-11 6.02107235597726e-11
0	0	0 0 0	3 20 20	0	2.946875 0.5 0.5	1.45442121546611e-11 5.77412501492902e-11 5.77412232610763e-11
0	0	0 0 0	4 20 20	0	2.95 0.5 0.5	1.76263991393696e-11 5.51287357777874e-11 5.51287565944691e-11
0	0	0 0 0	5 20 20	0	2.953125 0.5 0.5	2.05426999542459e-11 5.23999125340291e-11 5.23999134013908e-11
0	0	0 0 0	6 20 20	0	2.95625 0.5 0.5	2.33226621514714e-11 4.95670878473964e-11 4.95671542005693e-11
0	0	0 0 0	7 20 20	0	2.959375 0.5 0.5	2.59331494245048e-11 4.66059859975665e-11 4.66060536517821e-11
0	0	0 0 0	8 20 20	0	2.9625 0.5 0.5	2.83725495862755e-11 4.35525539244086e-11 4.35526285175181e-11
0	0	0 0 0	9 20 20	0	2.965625 0.5 0.5	3.06506164488178e-11 4.04056237253425e-11 4.04056237253425e-11
0	0	0 0 0	10 20 20	0	2.96875 0.5 0.5	3.27432798741634e-11 3.71605949137099e-11 3.71605957810717e-11
0	0	0 0 0	11 20 20	0	2.971875 0.5 0.5	3.4665397895209e-11 3.38313413741909e-11 3.38314042579169e-11
0	0	0 0 0	12 20 20	0	2.975 0.5 0.5	3.63924613363145e-11 3.04351903922251e-11 3.04351821522886e-11
0	0	0 0 0	13 20 20	0	2.978125 0.5 0.5	3.79271805674467e-11 2.69742748103263e-11 2.69743160100089e-11
0	0	0 0 0	14 20 20	0	2.98125 0.5 0.5	3.92755648653261e-11 2.34479330483289e-11 2.34479664417558e-11
0	0	0 0 0	15 20 20	0	2.984375 0.5 0.5	4.04234882375386e-11 1.98708939927461e-11 1.98708939927461e-11
0	0	0 0 0	16 20 20	0	2.9875 0.5 0.5	4.13920766950358e-11 1.62558122344947e-11 1.6255754012838e-11
