 1.0318796466777870879 0.0010879845434883797 -9.5000000000000000000 -7.5000000000000000000 -9.5000000000000000000 -0.0000000897759150199	 1.0318796466777870879 0.0010879845434883743 -9.5000000000000000000 -7.5000000000000000000 -9.5000000000000000000 -0.0000000897759150199
 1.0331877496774584113 0.0011335719840011970 -9.5000000000000000000 -7.5000000000000000000 -8.5000000000000000000 -0.0000001223904334921	 1.0331877496774584113 0.0011335719840011907 -9.5000000000000000000 -7.5000000000000000000 -8.5000000000000000000 -0.0000001223904334921
 1.0345027944230920092 0.0011795848996490827 -9.5000000000000000000 -7.5000000000000000000 -7.5000000000000000000 -0.0000001653240653370	 1.0345027944230917871 0.0011795848996490770 -9.5000000000000000000 -7.5000000000000000000 -7.5000000000000000000 -0.0000001653240653370
 1.0357982027339351916 0.0012251105824067658 -9.5000000000000000000 -7.5000000000000000000 -6.5000000000000000000 -0.0000002200398348186	 1.0357982027339354136 0.0012251105824067593 -9.5000000000000000000 -7.5000000000000000000 -6.5000000000000000000 -0.0000002200398348186
 1.0370397210949926503 0.0012689482465079065 -9.5000000000000000000 -7.5000000000000000000 -5.5000000000000000000 -0.0000002867013176149	 1.0370397210949922062 0.0012689482465078998 -9.5000000000000000000 -7.5000000000000000000 -5.5000000000000000000 -0.0000002867013176149
 1.0381856418777346551 0.0013096071436801910 -9.5000000000000000000 -7.5000000000000000000 -4.5000000000000000000 -0.0000003631046897191	 1.0381856418777348772 0.0013096071436801849 -9.5000000000000000000 -7.5000000000000000000 -4.5000000000000000000 -0.0000003631046897191
 1.0391884767041510429 0.0013453585720731181 -9.5000000000000000000 -7.5000000000000000000 -3.5000000000000000000 -0.0000004437638934682	 1.0391884767041510429 0.0013453585720731112 -9.5000000000000000000 -7.5000000000000000000 -3.5000000000000000000 -0.0000004437638934682
 1.0399985448626800633 0.0013743631385108061 -9.5000000000000000000 -7.5000000000000000000 -2.5000000000000000000 -0.0000005197912312541	 1.0399985448626798412 0.0013743631385108000 -9.5000000000000000000 -7.5000000000000000000 -2.5000000000000000000 -0.0000005197912312541
 1.0405694975054802232 0.0013948785748985879 -9.5000000000000000000 -7.5000000000000000000 -1.5000000000000000000 -0.0000005800711823008	 1.0405694975054804452 0.0013948785748985819 -9.5000000000000000000 -7.5000000000000000000 -1.5000000000000000000 -0.0000005800711823008
 1.0408650078895909097 0.0014055217969484418 -9.5000000000000000000 -7.5000000000000000000 -0.5000000000000000000 -0.0000006137404219537	 1.0408650078895909097 0.0014055217969484364 -9.5000000000000000000 -7.5000000000000000000 -0.5000000000000000000 -0.0000006137404219537
 1.0408650078895909097 0.0014055217969484418 -9.5000000000000000000 -7.5000000000000000000 0.5000000000000000000 -0.0000006137404219537	 1.0408650078895909097 0.0014055217969484364 -9.5000000000000000000 -7.5000000000000000000 0.5000000000000000000 -0.0000006137404219537
 1.0405694975054802232 0.0013948785748985879 -9.5000000000000000000 -7.5000000000000000000 1.5000000000000000000 -0.0000005800711823008	 1.0405694975054804452 0.0013948785748985819 -9.5000000000000000000 -7.5000000000000000000 1.5000000000000000000 -0.0000005800711823008
 1.0399985448626800633 0.0013743631385108061 -9.5000000000000000000 -7.5000000000000000000 2.5000000000000000000 -0.0000005197912312541	 1.0399985448626798412 0.0013743631385108000 -9.5000000000000000000 -7.5000000000000000000 2.5000000000000000000 -0.0000005197912312541
 1.0391884767041510429 0.0013453585720731181 -9.5000000000000000000 -7.5000000000000000000 3.5000000000000000000 -0.0000004437638934682	 1.0391884767041510429 0.0013453585720731112 -9.5000000000000000000 -7.5000000000000000000 3.5000000000000000000 -0.0000004437638934682
 1.0381856418777346551 0.0013096071436801910 -9.5000000000000000000 -7.5000000000000000000 4.5000000000000000000 -0.0000003631046897191	 1.0381856418777348772 0.0013096071436801849 -9.5000000000000000000 -7.5000000000000000000 4.5000000000000000000 -0.0000003631046897191
 1.0370397210949926503 0.0012689482465079065 -9.5000000000000000000 -7.5000000000000000000 5.5000000000000000000 -0.0000002867013176149	 1.0370397210949922062 0.0012689482465078998 -9.5000000000000000000 -7.5000000000000000000 5.5000000000000000000 -0.0000002867013176149
 1.0357982027339351916 0.0012251105824067658 -9.5000000000000000000 -7.5000000000000000000 6.5000000000000000000 -0.0000002200398348186	 1.0357982027339354136 0.0012251105824067593 -9.5000000000000000000 -7.5000000000000000000 6.5000000000000000000 -0.0000002200398348186
 1.0345027944230920092 0.0011795848996490827 -9.5000000000000000000 -7.5000000000000000000 7.5000000000000000000 -0.0000001653240653370	 1.0345027944230917871 0.0011795848996490770 -9.5000000000000000000 -7.5000000000000000000 7.5000000000000000000 -0.0000001653240653370
 1.0331877496774584113 0.0011335719840011970 -9.5000000000000000000 -7.5000000000000000000 8.5000000000000000000 -0.0000001223904334921	 1.0331877496774584113 0.0011335719840011907 -9.5000000000000000000 -7.5000000000000000000 8.5000000000000000000 -0.0000001223904334921
 1.0318796466777870879 0.0010879845434883797 -9.5000000000000000000 -7.5000000000000000000 9.5000000000000000000 -0.0000000897759150199	 1.0318796466777870879 0.0010879845434883743 -9.5000000000000000000 -7.5000000000000000000 9.5000000000000000000 -0.0000000897759150199
 1.0327613149458305664 0.0011172655485720739 -9.5000000000000000000 -6.5000000000000000000 -9.5000000000000000000 -0.0000000979565474528	 1.0327613149458303443 0.0011172655485720672 -9.5000000000000000000 -6.5000000000000000000 -9.5000000000000000000 -0.0000000979565474528
 1.0341797080822623389 0.0011666112549598843 -9.5000000000000000000 -6.5000000000000000000 -8.5000000000000000000 -0.0000001351009387534	 1.0341797080822625610 0.0011666112549598786 -9.5000000000000000000 -6.5000000000000000000 -8.5000000000000000000 -0.0000001351009387534
 1.0356145635536018190 0.0012167376337949281 -9.5000000000000000000 -6.5000000000000000000 -7.5000000000000000000 -0.0000001847024316840	 1.0356145635536013749 0.0012167376337949211 -9.5000000000000000000 -6.5000000000000000000 -7.5000000000000000000 -0.0000001847024316840
 1.0370371862967380228 0.0012666678717858215 -9.5000000000000000000 -6.5000000000000000000 -6.5000000000000000000 -0.0000002487996198220	 1.0370371862967378007 0.0012666678717858149 -9.5000000000000000000 -6.5000000000000000000 -6.5000000000000000000 -0.0000002487996198220
 1.0384096207542168333 0.0013150800077721321 -9.5000000000000000000 -6.5000000000000000000 -5.5000000000000000000 -0.0000003278876623346	 1.0384096207542168333 0.0013150800077721268 -9.5000000000000000000 -6.5000000000000000000 -5.5000000000000000000 -0.0000003278876623346
 1.0396845804862604457 0.0013602915635186491 -9.5000000000000000000 -6.5000000000000000000 -4.5000000000000000000 -0.0000004195340470905	 1.0396845804862606677 0.0013602915635186424 -9.5000000000000000000 -6.5000000000000000000 -4.5000000000000000000 -0.0000004195340470905
 1.0408071126436702070 0.0014003075771256619 -9.5000000000000000000 -6.5000000000000000000 -3.5000000000000000000 -0.0000005172486059296	 1.0408071126436702070 0.0014003075771256558 -9.5000000000000000000 -6.5000000000000000000 -3.5000000000000000000 -0.0000005172486059296
 1.0417186844089398878 0.0014329627331235136 -9.5000000000000000000 -6.5000000000000000000 -2.5000000000000000000 -0.0000006104465121776	 1.0417186844089398878 0.0014329627331235077 -9.5000000000000000000 -6.5000000000000000000 -2.5000000000000000000 -0.0000006104465121776
 1.0423638577252860582 0.0014561699038879679 -9.5000000000000000000 -6.5000000000000000000 -1.5000000000000000000 -0.0000006856772521935	 1.0423638577252860582 0.0014561699038879619 -9.5000000000000000000 -6.5000000000000000000 -1.5000000000000000000 -0.0000006856772521935
 1.0426986757640885894 0.0014682474118488022 -9.5000000000000000000 -6.5000000000000000000 -0.5000000000000000000 -0.0000007286162009019	 1.0426986757640888115 0.0014682474118487970 -9.5000000000000000000 -6.5000000000000000000 -0.5000000000000000000 -0.0000007286162009019
 1.0426986757640885894 0.0014682474118488022 -9.5000000000000000000 -6.5000000000000000000 0.5000000000000000000 -0.0000007286162009019	 1.0426986757640888115 0.0014682474118487970 -9.5000000000000000000 -6.5000000000000000000 0.5000000000000000000 -0.0000007286162009019
 1.0423638577252860582 0.0014561699038879679 -9.5000000000000000000 -6.5000000000000000000 1.5000000000000000000 -0.0000006856772521935	 1.0423638577252860582 0.0014561699038879619 -9.5000000000000000000 -6.5000000000000000000 1.5000000000000000000 -0.0000006856772521935
 1.0417186844089398878 0.0014329627331235136 -9.5000000000000000000 -6.5000000000000000000 2.5000000000000000000 -0.0000006104465121776	 1.0417186844089398878 0.0014329627331235077 -9.5000000000000000000 -6.5000000000000000000 2.5000000000000000000 -0.0000006104465121776
 1.0408071126436702070 0.0014003075771256619 -9.5000000000000000000 -6.5000000000000000000 3.5000000000000000000 -0.0000005172486059296	 1.0408071126436702070 0.0014003075771256558 -9.5000000000000000000 -6.5000000000000000000 3.5000000000000000000 -0.0000005172486059296
 1.0396845804862604457 0.0013602915635186491 -9.5000000000000000000 -6.5000000000000000000 4.5000000000000000000 -0.0000004195340470905	 1.0396845804862606677 0.0013602915635186424 -9.5000000000000000000 -6.5000000000000000000 4.5000000000000000000 -0.0000004195340470905
 1.0384096207542168333 0.0013150800077721321 -9.5000000000000000000 -6.5000000000000000000 5.5000000000000000000 -0.0000003278876623346	 1.0384096207542168333 0.0013150800077721268 -9.5000000000000000000 -6.5000000000000000000 5.5000000000000000000 -0.0000003278876623346
 1.0370371862967380228 0.0012666678717858215 -9.5000000000000000000 -6.5000000000000000000 6.5000000000000000000 -0.0000002487996198220	 1.0370371862967378007 0.0012666678717858149 -9.5000000000000000000 -6.5000000000000000000 6.5000000000000000000 -0.0000002487996198220
 1.0356145635536018190 0.0012167376337949281 -9.5000000000000000000 -6.5000000000000000000 7.5000000000000000000 -0.0000001847024316840	 1.0356145635536013749 0.0012167376337949211 -9.5000000000000000000 -6.5000000000000000000 7.5000000000000000000 -0.0000001847024316840
 1.0341797080822623389 0.0011666112549598843 -9.5000000000000000000 -6.5000000000000000000 8.5000000000000000000 -0.0000001351009387534	 1.0341797080822625610 0.0011666112549598786 -9.5000000000000000000 -6.5000000000000000000 8.5000000000000000000 -0.0000001351009387534
 1.0327613149458305664 0.0011172655485720739 -9.5000000000000000000 -6.5000000000000000000 9.5000000000000000000 -0.0000000979565474528	 1.0327613149458303443 0.0011172655485720672 -9.5000000000000000000 -6.5000000000000000000 9.5000000000000000000 -0.0000000979565474528
 1.0335681775790643844 0.0011438168092572166 -9.5000000000000000000 -5.5000000000000000000 -9.5000000000000000000 -0.0000001044529176724	 1.0335681775790643844 0.0011438168092572100 -9.5000000000000000000 -5.5000000000000000000 -9.5000000000000000000 -0.0000001044529176724
 1.0350914466618077459 0.0011966958708223064 -9.5000000000000000000 -5.5000000000000000000 -8.5000000000000000000 -0.0000001454775709016	 1.0350914466618079679 0.0011966958708222995 -9.5000000000000000000 -5.5000000000000000000 -8.5000000000000000000 -0.0000001454775709016
 1.0366409357362396104 0.0012507133171756036 -9.5000000000000000000 -5.5000000000000000000 -7.5000000000000000000 -0.0000002009738708323	 1.0366409357362391663 0.0012507133171755971 -9.5000000000000000000 -5.5000000000000000000 -7.5000000000000000000 -0.0000002009738708323
 1.0381860358859862359 0.0013048364152677527 -9.5000000000000000000 -5.5000000000000000000 -6.5000000000000000000 -0.0000002736362703621	 1.0381860358859862359 0.0013048364152677470 -9.5000000000000000000 -5.5000000000000000000 -6.5000000000000000000 -0.0000002736362703621
 1.0396852931066293824 0.0013576312975895660 -9.5000000000000000000 -5.5000000000000000000 -5.5000000000000000000 -0.0000003644434545862	 1.0396852931066293824 0.0013576312975895600 -9.5000000000000000000 -5.5000000000000000000 -5.5000000000000000000 -0.0000003644434545862
 1.0410860078895831649 0.0014072327441775863 -9.5000000000000000000 -5.5000000000000000000 -4.5000000000000000000 -0.0000004709420525719	 1.0410860078895829428 0.0014072327441775805 -9.5000000000000000000 -5.5000000000000000000 -4.5000000000000000000 -0.0000004709420525719
 1.0423258439758795735 0.0014513862425679319 -9.5000000000000000000 -5.5000000000000000000 -3.5000000000000000000 -0.0000005858694717429	 1.0423258439758797955 0.0014513862425679261 -9.5000000000000000000 -5.5000000000000000000 -3.5000000000000000000 -0.0000005858694717429
 1.0433373772724514605 0.0014876030706436586 -9.5000000000000000000 -5.5000000000000000000 -2.5000000000000000000 -0.0000006972017459650	 1.0433373772724516826 0.0014876030706436523 -9.5000000000000000000 -5.5000000000000000000 -2.5000000000000000000 -0.0000006972017459650
 1.0440559266048179410 0.0015134488120343010 -9.5000000000000000000 -5.5000000000000000000 -1.5000000000000000000 -0.0000007892833028595	 1.0440559266048179410 0.0015134488120342948 -9.5000000000000000000 -5.5000000000000000000 -1.5000000000000000000 -0.0000007892833028595
 1.0444297022254918073 0.0015269369894059608 -9.5000000000000000000 -5.5000000000000000000 -0.5000000000000000000 -0.0000008434297068597	 1.0444297022254918073 0.0015269369894059543 -9.5000000000000000000 -5.5000000000000000000 -0.5000000000000000000 -0.0000008434297068597
 1.0444297022254918073 0.0015269369894059608 -9.5000000000000000000 -5.5000000000000000000 0.5000000000000000000 -0.0000008434297068597	 1.0444297022254918073 0.0015269369894059543 -9.5000000000000000000 -5.5000000000000000000 0.5000000000000000000 -0.0000008434297068597
 1.0440559266048179410 0.0015134488120343010 -9.5000000000000000000 -5.5000000000000000000 1.5000000000000000000 -0.0000007892833028595	 1.0440559266048179410 0.0015134488120342948 -9.5000000000000000000 -5.5000000000000000000 1.5000000000000000000 -0.0000007892833028595
 1.0433373772724514605 0.0014876030706436586 -9.5000000000000000000 -5.5000000000000000000 2.5000000000000000000 -0.0000006972017459650	 1.0433373772724516826 0.0014876030706436523 -9.5000000000000000000 -5.5000000000000000000 2.5000000000000000000 -0.0000006972017459650
 1.0423258439758795735 0.0014513862425679319 -9.5000000000000000000 -5.5000000000000000000 3.5000000000000000000 -0.0000005858694717429	 1.0423258439758797955 0.0014513862425679261 -9.5000000000000000000 -5.5000000000000000000 3.5000000000000000000 -0.0000005858694717429
 1.0410860078895831649 0.0014072327441775863 -9.5000000000000000000 -5.5000000000000000000 4.5000000000000000000 -0.0000004709420525719	 1.0410860078895829428 0.0014072327441775805 -9.5000000000000000000 -5.5000000000000000000 4.5000000000000000000 -0.0000004709420525719
 1.0396852931066293824 0.0013576312975895660 -9.5000000000000000000 -5.5000000000000000000 5.5000000000000000000 -0.0000003644434545862	 1.0396852931066293824 0.0013576312975895600 -9.5000000000000000000 -5.5000000000000000000 5.5000000000000000000 -0.0000003644434545862
 1.0381860358859862359 0.0013048364152677527 -9.5000000000000000000 -5.5000000000000000000 6.5000000000000000000 -0.0000002736362703621	 1.0381860358859862359 0.0013048364152677470 -9.5000000000000000000 -5.5000000000000000000 6.5000000000000000000 -0.0000002736362703621
 1.0366409357362396104 0.0012507133171756036 -9.5000000000000000000 -5.5000000000000000000 7.5000000000000000000 -0.0000002009738708323	 1.0366409357362391663 0.0012507133171755971 -9.5000000000000000000 -5.5000000000000000000 7.5000000000000000000 -0.0000002009738708323
 1.0350914466618077459 0.0011966958708223064 -9.5000000000000000000 -5.5000000000000000000 8.5000000000000000000 -0.0000001454775709016	 1.0350914466618079679 0.0011966958708222995 -9.5000000000000000000 -5.5000000000000000000 8.5000000000000000000 -0.0000001454775709016
 1.0335681775790643844 0.0011438168092572166 -9.5000000000000000000 -5.5000000000000000000 9.5000000000000000000 -0.0000001044529176724	 1.0335681775790643844 0.0011438168092572100 -9.5000000000000000000 -5.5000000000000000000 9.5000000000000000000 -0.0000001044529176724
 1.0342792583544098139 0.0011669308430441979 -9.5000000000000000000 -4.5000000000000000000 -9.5000000000000000000 -0.0000001090312989351	 1.0342792583544095919 0.0011669308430441905 -9.5000000000000000000 -4.5000000000000000000 -9.5000000000000000000 -0.0000001090312989351
 1.0358977804076190399 0.0012229700257097185 -9.5000000000000000000 -4.5000000000000000000 -8.5000000000000000000 -0.0000001530796656825	 1.0358977804076188178 0.0012229700257097116 -9.5000000000000000000 -4.5000000000000000000 -8.5000000000000000000 -0.0000001530796656825
 1.0375518209389125168 0.0012804807534513643 -9.5000000000000000000 -4.5000000000000000000 -7.5000000000000000000 -0.0000002133950286345	 1.0375518209389125168 0.0012804807534513582 -9.5000000000000000000 -4.5000000000000000000 -7.5000000000000000000 -0.0000002133950286345
 1.0392090683107970683 0.0013383817843613231 -9.5000000000000000000 -4.5000000000000000000 -6.5000000000000000000 -0.0000002934370912579	 1.0392090683107970683 0.0013383817843613172 -9.5000000000000000000 -4.5000000000000000000 -6.5000000000000000000 -0.0000002934370912579
 1.0408248742979482326 0.0013951391377969595 -9.5000000000000000000 -4.5000000000000000000 -5.5000000000000000000 -0.0000003949322591917	 1.0408248742979482326 0.0013951391377969532 -9.5000000000000000000 -4.5000000000000000000 -5.5000000000000000000 -0.0000003949322591917
 1.0423415324798774861 0.0014487216128298971 -9.5000000000000000000 -4.5000000000000000000 -4.5000000000000000000 -0.0000005157955029602	 1.0423415324798774861 0.0014487216128298910 -9.5000000000000000000 -4.5000000000000000000 -4.5000000000000000000 -0.0000005157955029602
 1.0436898228359066110 0.0014966366060673365 -9.5000000000000000000 -4.5000000000000000000 -3.5000000000000000000 -0.0000006482611003471	 1.0436898228359066110 0.0014966366060673304 -9.5000000000000000000 -4.5000000000000000000 -3.5000000000000000000 -0.0000006482611003471
 1.0447939866697069089 0.0015360968397687053 -9.5000000000000000000 -4.5000000000000000000 -2.5000000000000000000 -0.0000007785914271184	 1.0447939866697069089 0.0015360968397686986 -9.5000000000000000000 -4.5000000000000000000 -2.5000000000000000000 -0.0000007785914271184
