# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Jul 06 2016 at 05:13:27+0000
# parameter filename: "/home/admin/simulations/ONE_BH/1BH_P0.5_NoS/1bh_p0.5_nos/manybhfar_1bh_p0.5_nos_12x13x17.par"
#
# ADMBASE::METRIC x (admbase-metric)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:gxx 14:gxy 15:gxz 16:gyy 17:gyz 18:gzz
0	0	0 0 0	0 20 20	0	4.9375 5 5	1.34117416645204 0 0 1.34117416645204 0 1.34117416645204
0	0	0 0 0	1 20 20	0	4.940625 5 5	1.34113282552562 0 0 1.34113282552562 0 1.34113282552562
0	0	0 0 0	2 20 20	0	4.94375 5 5	1.34109143254802 0 0 1.34109143254802 0 1.34109143254802
0	0	0 0 0	3 20 20	0	4.946875 5 5	1.34104998758115 0 0 1.34104998758115 0 1.34104998758115
0	0	0 0 0	4 20 20	0	4.95 5 5	1.341008490687 0 0 1.341008490687 0 1.341008490687
0	0	0 0 0	5 20 20	0	4.953125 5 5	1.34096694192757 0 0 1.34096694192757 0 1.34096694192757
0	0	0 0 0	6 20 20	0	4.95625 5 5	1.3409253413649 0 0 1.3409253413649 0 1.3409253413649
0	0	0 0 0	7 20 20	0	4.959375 5 5	1.34088368906109 0 0 1.34088368906109 0 1.34088368906109
0	0	0 0 0	8 20 20	0	4.9625 5 5	1.34084198507825 0 0 1.34084198507825 0 1.34084198507825
0	0	0 0 0	9 20 20	0	4.965625 5 5	1.34080022947854 0 0 1.34080022947854 0 1.34080022947854
0	0	0 0 0	10 20 20	0	4.96875 5 5	1.34075842232416 0 0 1.34075842232416 0 1.34075842232416
0	0	0 0 0	11 20 20	0	4.971875 5 5	1.34071656367734 0 0 1.34071656367734 0 1.34071656367734
0	0	0 0 0	12 20 20	0	4.975 5 5	1.34067465360035 0 0 1.34067465360035 0 1.34067465360035
0	0	0 0 0	13 20 20	0	4.978125 5 5	1.3406326921555 0 0 1.3406326921555 0 1.3406326921555
0	0	0 0 0	14 20 20	0	4.98125 5 5	1.34059067940512 0 0 1.34059067940512 0 1.34059067940512
0	0	0 0 0	15 20 20	0	4.984375 5 5	1.34054861541159 0 0 1.34054861541159 0 1.34054861541159
0	0	0 0 0	16 20 20	0	4.9875 5 5	1.34050650023734 0 0 1.34050650023734 0 1.34050650023734
0	0	0 0 0	17 20 20	0	4.990625 5 5	1.3404643339448 0 0 1.3404643339448 0 1.3404643339448
0	0	0 0 0	18 20 20	0	4.99375 5 5	1.34042211659645 0 0 1.34042211659645 0 1.34042211659645
0	0	0 0 0	19 20 20	0	4.996875 5 5	1.34037984825483 0 0 1.34037984825483 0 1.34037984825483
0	0	0 0 0	20 20 20	0	5 5 5	1.34033752898248 0 0 1.34033752898248 0 1.34033752898248
0	0	0 0 0	21 20 20	0	5.003125 5 5	1.34029515884199 0 0 1.34029515884199 0 1.34029515884199
0	0	0 0 0	22 20 20	0	5.00625 5 5	1.34025273789598 0 0 1.34025273789598 0 1.34025273789598
0	0	0 0 0	23 20 20	0	5.009375 5 5	1.34021026620711 0 0 1.34021026620711 0 1.34021026620711
0	0	0 0 0	24 20 20	0	5.0125 5 5	1.34016774383807 0 0 1.34016774383807 0 1.34016774383807
0	0	0 0 0	25 20 20	0	5.015625 5 5	1.34012517085158 0 0 1.34012517085158 0 1.34012517085158
0	0	0 0 0	26 20 20	0	5.01875 5 5	1.3400825473104 0 0 1.3400825473104 0 1.3400825473104
0	0	0 0 0	27 20 20	0	5.021875 5 5	1.34003987327732 0 0 1.34003987327732 0 1.34003987327732
0	0	0 0 0	28 20 20	0	5.025 5 5	1.33999714881517 0 0 1.33999714881517 0 1.33999714881517
0	0	0 0 0	29 20 20	0	5.028125 5 5	1.33995437398679 0 0 1.33995437398679 0 1.33995437398679
0	0	0 0 0	30 20 20	0	5.03125 5 5	1.33991154885508 0 0 1.33991154885508 0 1.33991154885508
0	0	0 0 0	31 20 20	0	5.034375 5 5	1.33986867348296 0 0 1.33986867348296 0 1.33986867348296
0	0	0 0 0	32 20 20	0	5.0375 5 5	1.33982574793339 0 0 1.33982574793339 0 1.33982574793339
0	0	0 0 0	33 20 20	0	5.040625 5 5	1.33978277226934 0 0 1.33978277226934 0 1.33978277226934
0	0	0 0 0	34 20 20	0	5.04375 5 5	1.33973974655383 0 0 1.33973974655383 0 1.33973974655383
0	0	0 0 0	35 20 20	0	5.046875 5 5	1.33969667084992 0 0 1.33969667084992 0 1.33969667084992
0	0	0 0 0	36 20 20	0	5.05 5 5	1.33965354522068 0 0 1.33965354522068 0 1.33965354522068
0	0	0 0 0	37 20 20	0	5.053125 5 5	1.33961036972922 0 0 1.33961036972922 0 1.33961036972922
0	0	0 0 0	38 20 20	0	5.05625 5 5	1.33956714443868 0 0 1.33956714443868 0 1.33956714443868
0	0	0 0 0	39 20 20	0	5.059375 5 5	1.33952386941223 0 0 1.33952386941223 0 1.33952386941223
0	0	0 0 0	40 20 20	0	5.0625 5 5	1.33948054471307 0 0 1.33948054471307 0 1.33948054471307


