# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Jul 03 2016 at 06:06:50+0000
# parameter filename: "/home/admin/simulations/GenerateSimulations/ONE_BH/1BH_P0.3_NoS/1bh_p0.3_nos/twopunmid_1bh_p0.3_nos_20.par"
#
# ADMBASE::CURV y (admbase-curv)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:kxx 14:kxy 15:kxz 16:kyy 17:kyz 18:kzz
0	0	0 0 0	640 0 4	0	0 -0.0125 0	-0.055924204964444 -0.000233017520685184 0 0.027961859757745 0 0.0279623452066991
0	0	0 0 0	640 1 4	0	0 -0.009375 0	-0.0559249477468245 -0.000174765461708827 0 0.027962337338562 0 0.0279626104082625
0	0	0 0 0	640 2 4	0	0 -0.00625 0	-0.0559254783164402 -0.00011651141315925 0 0.0279626784753241 0 0.0279627998411161
0	0	0 0 0	640 3 4	0	0 -0.003125 0	-0.055925796663548 -5.82560381911959e-05 0 0.027962883160939 0 0.0279629135026091
0	0	0 0 0	640 4 4	0	0 0 0	-0.0559259027823297 0 0 0.0279629513911649 0 0.0279629513911649
0	0	0 0 0	640 5 4	0	0 0.003125 0	-0.055925796663548 5.82560381911959e-05 0 0.027962883160939 0 0.0279629135026091
0	0	0 0 0	640 6 4	0	0 0.00625 0	-0.0559254783164402 0.00011651141315925 0 0.0279626784753241 0 0.0279627998411161
0	0	0 0 0	640 7 4	0	0 0.009375 0	-0.0559249477468245 0.000174765461708827 0 0.027962337338562 0 0.0279626104082625
0	0	0 0 0	640 8 4	0	0 0.0125 0	-0.055924204964444 0.000233017520685184 0 0.027961859757745 0 0.0279623452066991


