# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Aug 23 2016 at 13:13:07+0000
# parameter filename: "/home/admin/simulations/TWO_BH/2BH_Equal_mass/2bh_m1m2_0.47656_py_sx0.3/twopunfar_2bh_m1m2_0.47656_py_sx0.3_60.par"
#
# ADMCONSTRAINTS::HAMILTONIAN z (admconstraints-hamiltonian)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:ham
0	0	0 0 0	1280 20 0	0	0 5 4.9375	3.34729655662524e-09
0	0	0 0 0	1280 20 1	0	0 5 4.940625	3.34729655662524e-09
0	0	0 0 0	1280 20 2	0	0 5 4.94375	-1.33405294016481e-09
0	0	0 0 0	1280 20 3	0	0 5 4.946875	2.43989415822687e-10
0	0	0 0 0	1280 20 4	0	0 5 4.95	-1.01750706459362e-10
0	0	0 0 0	1280 20 5	0	0 5 4.953125	9.52704954402877e-10
0	0	0 0 0	1280 20 6	0	0 5 4.95625	-3.65180883952077e-10
0	0	0 0 0	1280 20 7	0	0 5 4.959375	5.48651110173382e-10
0	0	0 0 0	1280 20 8	0	0 5 4.9625	-7.1887511349968e-10
0	0	0 0 0	1280 20 9	0	0 5 4.965625	8.21808480577243e-10
0	0	0 0 0	1280 20 10	0	0 5 4.96875	-5.87374838390442e-10
0	0	0 0 0	1280 20 11	0	0 5 4.971875	-6.59768920418624e-10
0	0	0 0 0	1280 20 12	0	0 5 4.975	2.85295076747475e-10
0	0	0 0 0	1280 20 13	0	0 5 4.978125	-1.08116201276811e-09
0	0	0 0 0	1280 20 14	0	0 5 4.98125	-2.13825657111304e-10
0	0	0 0 0	1280 20 15	0	0 5 4.984375	1.34385461329626e-10
0	0	0 0 0	1280 20 16	0	0 5 4.9875	3.47428560886067e-10
0	0	0 0 0	1280 20 17	0	0 5 4.990625	-4.7170052212432e-10
0	0	0 0 0	1280 20 18	0	0 5 4.99375	-9.14043076785735e-10
0	0	0 0 0	1280 20 19	0	0 5 4.996875	1.19963667435431e-09
0	0	0 0 0	1280 20 20	0	0 5 5	-2.65953974270291e-11
0	0	0 0 0	1280 20 21	0	0 5 5.003125	2.13072567334621e-11
0	0	0 0 0	1280 20 22	0	0 5 5.00625	-6.43796600679016e-10
0	0	0 0 0	1280 20 23	0	0 5 5.009375	1.58076103506981e-10
0	0	0 0 0	1280 20 24	0	0 5 5.0125	-9.07791620388378e-10
0	0	0 0 0	1280 20 25	0	0 5 5.015625	1.54624759875113e-09
0	0	0 0 0	1280 20 26	0	0 5 5.01875	2.7163026390881e-10
0	0	0 0 0	1280 20 27	0	0 5 5.021875	7.92161404154041e-11
0	0	0 0 0	1280 20 28	0	0 5 5.025	-6.99275029753584e-10
0	0	0 0 0	1280 20 29	0	0 5 5.028125	-4.59460083183022e-10
0	0	0 0 0	1280 20 30	0	0 5 5.03125	-5.49204753665789e-10
0	0	0 0 0	1280 20 31	0	0 5 5.034375	-4.55121982168136e-10
0	0	0 0 0	1280 20 32	0	0 5 5.0375	-1.13006421264389e-10
0	0	0 0 0	1280 20 33	0	0 5 5.040625	6.69818753949367e-10
0	0	0 0 0	1280 20 34	0	0 5 5.04375	-1.25452265724874e-09
0	0	0 0 0	1280 20 35	0	0 5 5.046875	1.75874335783127e-09
0	0	0 0 0	1280 20 36	0	0 5 5.05	7.22711756603455e-11
0	0	0 0 0	1280 20 37	0	0 5 5.053125	-1.75658704365512e-11
0	0	0 0 0	1280 20 38	0	0 5 5.05625	6.54272299028023e-10
0	0	0 0 0	1280 20 39	0	0 5 5.059375	2.13672545511977e-09
0	0	0 0 0	1280 20 40	0	0 5 5.0625	2.13672545511977e-09


