# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Jul 03 2016 at 06:20:26+0000
# parameter filename: "/home/admin/simulations/GenerateSimulations/ONE_BH/1BH_P0.1_NoS/1bh_p0.1_nos/twopunfar_1bh_p0.1_nos_20.par"
#
# ADMCONSTRAINTS::MOMENTUM z (admconstraints-momentum)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:momx 14:momy 15:momz
0	0	0 0 0	20 20 0	0	5 5 4.9375	1.0247451001599e-10 3.6924991642334e-11 3.40794547665441e-11
0	0	0 0 0	20 20 1	0	5 5 4.940625	1.0247451001599e-10 3.6924991642334e-11 3.40794547665441e-11
0	0	0 0 0	20 20 2	0	5 5 4.94375	-3.20000577143202e-17 -4.47233396150271e-18 -9.34446747410944e-17
0	0	0 0 0	20 20 3	0	5 5 4.946875	-1.05451366768424e-17 2.2659825404947e-17 8.17081862239388e-17
0	0	0 0 0	20 20 4	0	5 5 4.95	-3.01509847904641e-17 -4.7067926813027e-17 9.69818843288284e-17
0	0	0 0 0	20 20 5	0	5 5 4.953125	-2.99847545745654e-16 1.14884772701995e-16 1.51923829419531e-17
0	0	0 0 0	20 20 6	0	5 5 4.95625	-1.9826923712855e-17 -2.63596653185538e-17 -6.30192512757199e-17
0	0	0 0 0	20 20 7	0	5 5 4.959375	-1.08031005609287e-16 3.22685671585998e-17 2.51399378745076e-17
0	0	0 0 0	20 20 8	0	5 5 4.9625	-5.90110913693126e-17 -1.53008031592017e-17 6.16775510872691e-17
0	0	0 0 0	20 20 9	0	5 5 4.965625	-6.20023882225412e-17 -1.59662322425647e-16 -1.76318378300455e-17
0	0	0 0 0	20 20 10	0	5 5 4.96875	-3.63588892608908e-17 2.07082614944731e-17 -4.52654407012698e-18
0	0	0 0 0	20 20 11	0	5 5 4.971875	-2.09399250055472e-17 5.92245436720207e-18 -3.90177256823221e-17
0	0	0 0 0	20 20 12	0	5 5 4.975	-1.50377147257845e-16 1.89328804370281e-17 4.87890977618477e-18
0	0	0 0 0	20 20 13	0	5 5 4.978125	7.21780067761439e-17 -1.06224707849267e-16 9.49219002011059e-17
0	0	0 0 0	20 20 14	0	5 5 4.98125	-4.89612572083771e-17 -7.66530935947252e-17 -1.24981405433267e-16
0	0	0 0 0	20 20 15	0	5 5 4.984375	-1.09557570738476e-16 -2.01390553539182e-17 9.44204566963314e-17
0	0	0 0 0	20 20 16	0	5 5 4.9875	-5.90817127412899e-17 -5.97801972854195e-17 -1.18327114599637e-16
0	0	0 0 0	20 20 17	0	5 5 4.990625	-8.82408219505192e-17 7.24653627034999e-17 -5.40068207169342e-17
0	0	0 0 0	20 20 18	0	5 5 4.99375	-7.60327478399798e-17 -1.60177318457577e-16 -4.19315190208769e-17
0	0	0 0 0	20 20 19	0	5 5 4.996875	-1.89161938879672e-16 2.88533303152705e-17 7.08526119719277e-17
0	0	0 0 0	20 20 20	0	5 5 5	4.22483490492093e-17 1.92445885616177e-18 -5.54298360683214e-18
0	0	0 0 0	20 20 21	0	5 5 5.003125	1.89214984317994e-16 -2.69559765134209e-17 -4.92092261036858e-17
0	0	0 0 0	20 20 22	0	5 5 5.00625	-1.29109579320388e-16 2.76878129798486e-17 1.45012040569936e-17
0	0	0 0 0	20 20 23	0	5 5 5.009375	-6.62224122448805e-17 5.78692909564138e-17 5.14724981387493e-17
0	0	0 0 0	20 20 24	0	5 5 5.0125	1.9000473666219e-16 -1.65056228233762e-16 -1.07200489804504e-16
0	0	0 0 0	20 20 25	0	5 5 5.015625	-1.69616441863542e-16 -9.62500478624007e-17 6.03900610074426e-17
0	0	0 0 0	20 20 26	0	5 5 5.01875	-2.76391297612051e-16 -1.36744999004734e-17 -3.92345661168192e-17
0	0	0 0 0	20 20 27	0	5 5 5.021875	3.49962250069955e-17 5.92109911448646e-17 -6.07153216591882e-18
0	0	0 0 0	20 20 28	0	5 5 5.025	4.46396951114857e-17 1.45960717470861e-17 9.82151643000306e-17
