# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Jul 06 2016 at 05:19:27+0000
# parameter filename: "/home/admin/simulations/ONE_BH/1BH_P0.75_NoS/1bh_p0.75_nos/manybhfar_1bh_p0.75_nos_16x17x25.par"
#
# ADMBASE::METRIC d (admbase-metric)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:gxx 14:gxy 15:gxz 16:gyy 17:gyz 18:gzz
0	0 0 0 0	0 0 0	0	4.9375 4.9375 4.9375	1.38886825348868 0 0 1.38886825348868 0 1.38886825348868
0	0 0 0 0	1 1 1	0	4.940625 4.940625 4.940625	1.38857392498126 0 0 1.38857392498126 0 1.38857392498126
0	0 0 0 0	2 2 2	0	4.94375 4.94375 4.94375	1.38828001486525 0 0 1.38828001486525 0 1.38828001486525
0	0 0 0 0	3 3 3	0	4.946875 4.946875 4.946875	1.38798652230828 0 0 1.38798652230828 0 1.38798652230828
0	0 0 0 0	4 4 4	0	4.95 4.95 4.95	1.38769344648001 0 0 1.38769344648001 0 1.38769344648001
0	0 0 0 0	5 5 5	0	4.953125 4.953125 4.953125	1.38740078655212 0 0 1.38740078655212 0 1.38740078655212
0	0 0 0 0	6 6 6	0	4.95625 4.95625 4.95625	1.38710854169832 0 0 1.38710854169832 0 1.38710854169832
0	0 0 0 0	7 7 7	0	4.959375 4.959375 4.959375	1.38681671109429 0 0 1.38681671109429 0 1.38681671109429
0	0 0 0 0	8 8 8	0	4.9625 4.9625 4.9625	1.38652529391776 0 0 1.38652529391776 0 1.38652529391776
0	0 0 0 0	9 9 9	0	4.965625 4.965625 4.965625	1.38623428934842 0 0 1.38623428934842 0 1.38623428934842
0	0 0 0 0	10 10 10	0	4.96875 4.96875 4.96875	1.38594369656797 0 0 1.38594369656797 0 1.38594369656797
0	0 0 0 0	11 11 11	0	4.971875 4.971875 4.971875	1.38565351476011 0 0 1.38565351476011 0 1.38565351476011
0	0 0 0 0	12 12 12	0	4.975 4.975 4.975	1.3853637431105 0 0 1.3853637431105 0 1.3853637431105
0	0 0 0 0	13 13 13	0	4.978125 4.978125 4.978125	1.38507438080678 0 0 1.38507438080678 0 1.38507438080678
0	0 0 0 0	14 14 14	0	4.98125 4.98125 4.98125	1.38478542703859 0 0 1.38478542703859 0 1.38478542703859
0	0 0 0 0	15 15 15	0	4.984375 4.984375 4.984375	1.38449688099749 0 0 1.38449688099749 0 1.38449688099749
0	0 0 0 0	16 16 16	0	4.9875 4.9875 4.9875	1.38420874187704 0 0 1.38420874187704 0 1.38420874187704
0	0 0 0 0	17 17 17	0	4.990625 4.990625 4.990625	1.38392100887273 0 0 1.38392100887273 0 1.38392100887273
0	0 0 0 0	18 18 18	0	4.99375 4.99375 4.99375	1.38363368118203 0 0 1.38363368118203 0 1.38363368118203
0	0 0 0 0	19 19 19	0	4.996875 4.996875 4.996875	1.38334675800433 0 0 1.38334675800433 0 1.38334675800433
0	0 0 0 0	20 20 20	0	5 5 5	1.38306023854096 0 0 1.38306023854096 0 1.38306023854096
0	0 0 0 0	21 21 21	0	5.003125 5.003125 5.003125	1.3827741219952 0 0 1.3827741219952 0 1.3827741219952
0	0 0 0 0	22 22 22	0	5.00625 5.00625 5.00625	1.38248840757226 0 0 1.38248840757226 0 1.38248840757226
0	0 0 0 0	23 23 23	0	5.009375 5.009375 5.009375	1.38220309447925 0 0 1.38220309447925 0 1.38220309447925
0	0 0 0 0	24 24 24	0	5.0125 5.0125 5.0125	1.38191818192524 0 0 1.38191818192524 0 1.38191818192524
0	0 0 0 0	25 25 25	0	5.015625 5.015625 5.015625	1.38163366912116 0 0 1.38163366912116 0 1.38163366912116
0	0 0 0 0	26 26 26	0	5.01875 5.01875 5.01875	1.38134955527991 0 0 1.38134955527991 0 1.38134955527991
0	0 0 0 0	27 27 27	0	5.021875 5.021875 5.021875	1.38106583961625 0 0 1.38106583961625 0 1.38106583961625
0	0 0 0 0	28 28 28	0	5.025 5.025 5.025	1.38078252134686 0 0 1.38078252134686 0 1.38078252134686
0	0 0 0 0	29 29 29	0	5.028125 5.028125 5.028125	1.38049959969029 0 0 1.38049959969029 0 1.38049959969029
0	0 0 0 0	30 30 30	0	5.03125 5.03125 5.03125	1.38021707386702 0 0 1.38021707386702 0 1.38021707386702
0	0 0 0 0	31 31 31	0	5.034375 5.034375 5.034375	1.37993494309937 0 0 1.37993494309937 0 1.37993494309937
0	0 0 0 0	32 32 32	0	5.0375 5.0375 5.0375	1.37965320661156 0 0 1.37965320661156 0 1.37965320661156
0	0 0 0 0	33 33 33	0	5.040625 5.040625 5.040625	1.3793718636297 0 0 1.3793718636297 0 1.3793718636297
0	0 0 0 0	34 34 34	0	5.04375 5.04375 5.04375	1.37909091338172 0 0 1.37909091338172 0 1.37909091338172
0	0 0 0 0	35 35 35	0	5.046875 5.046875 5.046875	1.37881035509746 0 0 1.37881035509746 0 1.37881035509746
0	0 0 0 0	36 36 36	0	5.05 5.05 5.05	1.37853018800861 0 0 1.37853018800861 0 1.37853018800861
0	0 0 0 0	37 37 37	0	5.053125 5.053125 5.053125	1.37825041134868 0 0 1.37825041134868 0 1.37825041134868
0	0 0 0 0	38 38 38	0	5.05625 5.05625 5.05625	1.37797102435307 0 0 1.37797102435307 0 1.37797102435307
0	0 0 0 0	39 39 39	0	5.059375 5.059375 5.059375	1.37769202625901 0 0 1.37769202625901 0 1.37769202625901
0	0 0 0 0	40 40 40	0	5.0625 5.0625 5.0625	1.37741341630555 0 0 1.37741341630555 0 1.37741341630555


