# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Jul 08 2016 at 08:26:32+0000
# parameter filename: "/home/admin/simulations/ONE_BH/1BH_Boosted/1BH_P0.1/1bh_p0.1_dx0.0015625_near/manybhfar_1bh_p0.1_dx0.0015625_near_12x13x17.par"
#
# ADMCONSTRAINTS::HAMILTONIAN z (admconstraints-hamiltonian)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:ham
0	0	0 0 0	20 20 0	0	5 5 4.9375	1.09582565028697e-09
0	0	0 0 0	20 20 1	0	5 5 4.940625	1.09582565028697e-09
0	0	0 0 0	20 20 2	0	5 5 4.94375	1.22882541256597e-10
0	0	0 0 0	20 20 3	0	5 5 4.946875	-7.82424840153176e-10
0	0	0 0 0	20 20 4	0	5 5 4.95	8.86364647233488e-10
0	0	0 0 0	20 20 5	0	5 5 4.953125	-5.73187507645352e-10
0	0	0 0 0	20 20 6	0	5 5 4.95625	-3.12151399428076e-11
0	0	0 0 0	20 20 7	0	5 5 4.959375	1.63686342549653e-11
0	0	0 0 0	20 20 8	0	5 5 4.9625	6.71058592266287e-11
0	0	0 0 0	20 20 9	0	5 5 4.965625	-4.51044132459974e-10
0	0	0 0 0	20 20 10	0	5 5 4.96875	8.14213766097945e-10
0	0	0 0 0	20 20 11	0	5 5 4.971875	-1.20297600098243e-09
0	0	0 0 0	20 20 12	0	5 5 4.975	4.15540278191952e-10
0	0	0 0 0	20 20 13	0	5 5 4.978125	4.60600043227107e-10
0	0	0 0 0	20 20 14	0	5 5 4.98125	1.07125797741938e-09
0	0	0 0 0	20 20 15	0	5 5 4.984375	-5.37684443426982e-10
0	0	0 0 0	20 20 16	0	5 5 4.9875	7.71745080709908e-10
0	0	0 0 0	20 20 17	0	5 5 4.990625	-6.41524443498729e-10
0	0	0 0 0	20 20 18	0	5 5 4.99375	1.47435241974891e-10
0	0	0 0 0	20 20 19	0	5 5 4.996875	-1.00445736029482e-09
0	0	0 0 0	20 20 20	0	5 5 5	-9.91379580086104e-11
0	0	0 0 0	20 20 21	0	5 5 5.003125	-1.37841269773803e-10
0	0	0 0 0	20 20 22	0	5 5 5.00625	-3.36471726682772e-10
0	0	0 0 0	20 20 23	0	5 5 5.009375	-1.24764142493653e-10
0	0	0 0 0	20 20 24	0	5 5 5.0125	3.53046807549524e-10
0	0	0 0 0	20 20 25	0	5 5 5.015625	-4.8214068876256e-11
0	0	0 0 0	20 20 26	0	5 5 5.01875	-2.57905631351996e-10
0	0	0 0 0	20 20 27	0	5 5 5.021875	3.66209387973868e-10
0	0	0 0 0	20 20 28	0	5 5 5.025	-3.22591528324222e-10
0	0	0 0 0	20 20 29	0	5 5 5.028125	-8.24214704728041e-10
0	0	0 0 0	20 20 30	0	5 5 5.03125	7.91596366969045e-10
0	0	0 0 0	20 20 31	0	5 5 5.034375	-1.98117783673467e-10
0	0	0 0 0	20 20 32	0	5 5 5.0375	2.83042266995714e-10
0	0	0 0 0	20 20 33	0	5 5 5.040625	-4.13926124944919e-10
0	0	0 0 0	20 20 34	0	5 5 5.04375	1.0018493652134e-09
0	0	0 0 0	20 20 35	0	5 5 5.046875	-4.10194301502599e-10
0	0	0 0 0	20 20 36	0	5 5 5.05	5.0274485746335e-10
0	0	0 0 0	20 20 37	0	5 5 5.053125	2.31072288995433e-10
0	0	0 0 0	20 20 38	0	5 5 5.05625	2.76915690520773e-10
0	0	0 0 0	20 20 39	0	5 5 5.059375	1.64300076747224e-09
0	0	0 0 0	20 20 40	0	5 5 5.0625	1.64300076747224e-09


