# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Jul 03 2016 at 06:05:54+0000
# parameter filename: "/home/admin/simulations/GenerateSimulations/ONE_BH/1BH_P0.3_NoS/1bh_p0.3_nos/twopunnear_1bh_p0.3_nos_40.par"
#
# ADMBASE::METRIC z (admbase-metric)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:gxx 14:gxy 15:gxz 16:gyy 17:gyz 18:gzz
0	0	0 0 0	20 20 0	0	3 0.5 0.4375	11.5166135183595 0 0 11.5166135183595 0 11.5166135183595
0	0	0 0 0	20 20 1	0	3 0.5 0.440625	11.4583295858634 0 0 11.4583295858634 0 11.4583295858634
0	0	0 0 0	20 20 2	0	3 0.5 0.44375	11.4003936623408 0 0 11.4003936623408 0 11.4003936623408
0	0	0 0 0	20 20 3	0	3 0.5 0.446875	11.3428067910116 0 0 11.3428067910116 0 11.3428067910116
0	0	0 0 0	20 20 4	0	3 0.5 0.45	11.2855698897685 0 0 11.2855698897685 0 11.2855698897685
0	0	0 0 0	20 20 5	0	3 0.5 0.453125	11.2286837548567 0 0 11.2286837548567 0 11.2286837548567
0	0	0 0 0	20 20 6	0	3 0.5 0.45625	11.1721490644926 0 0 11.1721490644926 0 11.1721490644926
0	0	0 0 0	20 20 7	0	3 0.5 0.459375	11.1159663824235 0 0 11.1159663824235 0 11.1159663824235
0	0	0 0 0	20 20 8	0	3 0.5 0.4625	11.0601361614266 0 0 11.0601361614266 0 11.0601361614266
0	0	0 0 0	20 20 9	0	3 0.5 0.465625	11.004658746746 0 0 11.004658746746 0 11.004658746746
0	0	0 0 0	20 20 10	0	3 0.5 0.46875	10.9495343794692 0 0 10.9495343794692 0 10.9495343794692
0	0	0 0 0	20 20 11	0	3 0.5 0.471875	10.8947631998403 0 0 10.8947631998403 0 10.8947631998403
0	0	0 0 0	20 20 12	0	3 0.5 0.475	10.8403452505117 0 0 10.8403452505117 0 10.8403452505117
0	0	0 0 0	20 20 13	0	3 0.5 0.478125	10.7862804797328 0 0 10.7862804797328 0 10.7862804797328
0	0	0 0 0	20 20 14	0	3 0.5 0.48125	10.7325687444764 0 0 10.7325687444764 0 10.7325687444764
0	0	0 0 0	20 20 15	0	3 0.5 0.484375	10.6792098135019 0 0 10.6792098135019 0 10.6792098135019
0	0	0 0 0	20 20 16	0	3 0.5 0.4875	10.6262033703568 0 0 10.6262033703568 0 10.6262033703568
0	0	0 0 0	20 20 17	0	3 0.5 0.490625	10.573549016315 0 0 10.573549016315 0 10.573549016315
0	0	0 0 0	20 20 18	0	3 0.5 0.49375	10.5212462732527 0 0 10.5212462732527 0 10.5212462732527
0	0	0 0 0	20 20 19	0	3 0.5 0.496875	10.4692945864633 0 0 10.4692945864633 0 10.4692945864633
0	0	0 0 0	20 20 20	0	3 0.5 0.5	10.4176933274095 0 0 10.4176933274095 0 10.4176933274095
0	0	0 0 0	20 20 21	0	3 0.5 0.503125	10.3664417964149 0 0 10.3664417964149 0 10.3664417964149
0	0	0 0 0	20 20 22	0	3 0.5 0.50625	10.3155392252943 0 0 10.3155392252943 0 10.3155392252943
0	0	0 0 0	20 20 23	0	3 0.5 0.509375	10.2649847799238 0 0 10.2649847799238 0 10.2649847799238
0	0	0 0 0	20 20 24	0	3 0.5 0.5125	10.2147775627507 0 0 10.2147775627507 0 10.2147775627507
0	0	0 0 0	20 20 25	0	3 0.5 0.515625	10.1649166152448 0 0 10.1649166152448 0 10.1649166152448
0	0	0 0 0	20 20 26	0	3 0.5 0.51875	10.1154009202903 0 0 10.1154009202903 0 10.1154009202903
0	0	0 0 0	20 20 27	0	3 0.5 0.521875	10.0662294045199 0 0 10.0662294045199 0 10.0662294045199
0	0	0 0 0	20 20 28	0	3 0.5 0.525	10.0174009405917 0 0 10.0174009405917 0 10.0174009405917
0	0	0 0 0	20 20 29	0	3 0.5 0.528125	9.9689143494086 0 0 9.9689143494086 0 9.9689143494086
0	0	0 0 0	20 20 30	0	3 0.5 0.53125	9.92076840228318 0 0 9.92076840228318 0 9.92076840228318
0	0	0 0 0	20 20 31	0	3 0.5 0.534375	9.87296182304577 0 0 9.87296182304577 0 9.87296182304577
0	0	0 0 0	20 20 32	0	3 0.5 0.5375	9.82549329009911 0 0 9.82549329009911 0 9.82549329009911
0	0	0 0 0	20 20 33	0	3 0.5 0.540625	9.77836143841884 0 0 9.77836143841884 0 9.77836143841884
0	0	0 0 0	20 20 34	0	3 0.5 0.54375	9.7315648615014 0 0 9.7315648615014 0 9.7315648615014
0	0	0 0 0	20 20 35	0	3 0.5 0.546875	9.6851021132597 0 0 9.6851021132597 0 9.6851021132597
0	0	0 0 0	20 20 36	0	3 0.5 0.55	9.63897170986766 0 0 9.63897170986766 0 9.63897170986766
0	0	0 0 0	20 20 37	0	3 0.5 0.553125	9.5931721315544 0 0 9.5931721315544 0 9.5931721315544
0	0	0 0 0	20 20 38	0	3 0.5 0.55625	9.5477018243489 0 0 9.5477018243489 0 9.5477018243489
0	0	0 0 0	20 20 39	0	3 0.5 0.559375	9.50255920177598 0 0 9.50255920177598 0 9.50255920177598
0	0	0 0 0	20 20 40	0	3 0.5 0.5625	9.45774264650464 0 0 9.45774264650464 0 9.45774264650464


