# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Jun 28 2016 at 22:12:12+0000
# parameter filename: "/home/admin/simulations/GenerateSimulations/One_BH/manybhfar_One_BH_32x33x41.par"
#
# ADMCONSTRAINTS::HAMILTONIAN z (admconstraints-hamiltonian)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:ham
0	0	0 0 0	20 20 0	0	5 5 4.9375	3.92603371265675e-09
0	0	0 0 0	20 20 1	0	5 5 4.940625	3.92603371265675e-09
0	0	0 0 0	20 20 2	0	5 5 4.94375	-3.15116402891443e-10
0	0	0 0 0	20 20 3	0	5 5 4.946875	5.89516132553799e-10
0	0	0 0 0	20 20 4	0	5 5 4.95	-1.68234876961778e-10
0	0	0 0 0	20 20 5	0	5 5 4.953125	-6.96532799794627e-10
0	0	0 0 0	20 20 6	0	5 5 4.95625	1.53211958241609e-10
0	0	0 0 0	20 20 7	0	5 5 4.959375	-1.26025596495711e-10
0	0	0 0 0	20 20 8	0	5 5 4.9625	-4.74879987228832e-11
0	0	0 0 0	20 20 9	0	5 5 4.965625	3.18848157329801e-10
0	0	0 0 0	20 20 10	0	5 5 4.96875	6.31918613781245e-10
0	0	0 0 0	20 20 11	0	5 5 4.971875	6.18145299014604e-10
0	0	0 0 0	20 20 12	0	5 5 4.975	3.76009401545004e-12
0	0	0 0 0	20 20 13	0	5 5 4.978125	4.80497424769994e-10
0	0	0 0 0	20 20 14	0	5 5 4.98125	-3.26350121192943e-10
0	0	0 0 0	20 20 15	0	5 5 4.984375	3.60077051872032e-10
0	0	0 0 0	20 20 16	0	5 5 4.9875	9.65762732914495e-11
0	0	0 0 0	20 20 17	0	5 5 4.990625	1.0104159105861e-10
0	0	0 0 0	20 20 18	0	5 5 4.99375	-3.59254962467264e-11
0	0	0 0 0	20 20 19	0	5 5 4.996875	-1.81281113035045e-10
0	0	0 0 0	20 20 20	0	5 5 5	1.78589966441467e-12
0	0	0 0 0	20 20 21	0	5 5 5.003125	2.39380240958674e-10
0	0	0 0 0	20 20 22	0	5 5 5.00625	6.64770101482752e-10
0	0	0 0 0	20 20 23	0	5 5 5.009375	1.21119622448474e-10
0	0	0 0 0	20 20 24	0	5 5 5.0125	5.74900465762399e-10
0	0	0 0 0	20 20 25	0	5 5 5.015625	-1.49608304428583e-10
0	0	0 0 0	20 20 26	0	5 5 5.01875	1.86375668933083e-10
0	0	0 0 0	20 20 27	0	5 5 5.021875	3.5773219997973e-10
0	0	0 0 0	20 20 28	0	5 5 5.025	-5.21752470030504e-10
0	0	0 0 0	20 20 29	0	5 5 5.028125	3.31766610207992e-10
0	0	0 0 0	20 20 30	0	5 5 5.03125	1.29164408138299e-10
0	0	0 0 0	20 20 31	0	5 5 5.034375	-4.4808126916892e-11
0	0	0 0 0	20 20 32	0	5 5 5.0375	1.13307677659284e-11
0	0	0 0 0	20 20 33	0	5 5 5.040625	1.59043788633829e-10
0	0	0 0 0	20 20 34	0	5 5 5.04375	1.07613075122621e-09
0	0	0 0 0	20 20 35	0	5 5 5.046875	-7.78112831118963e-10
0	0	0 0 0	20 20 36	0	5 5 5.05	-3.11008996747223e-11
0	0	0 0 0	20 20 37	0	5 5 5.053125	4.56936978028811e-10
0	0	0 0 0	20 20 38	0	5 5 5.05625	-6.56753356693179e-11
0	0	0 0 0	20 20 39	0	5 5 5.059375	2.67408060657235e-09
0	0	0 0 0	20 20 40	0	5 5 5.0625	2.67408060657235e-09


