# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Aug 14 2016 at 07:22:51+0000
# parameter filename: "/home/admin/simulations/ONE_BH/1BH_Boosted/1BH_P0.1_less_lorene/1bh_p0.1_dx0.003125_near_convergence/manybhfar_1bh_p0.1_dx0.003125_near_convergence_8x9x13.par"
#
# ADMCONSTRAINTS::HAMILTONIAN y (admconstraints-hamiltonian)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:ham
0	0	0 0 0	20 0 20	0	5 4.9375 5	1.65677382722013e-09
0	0	0 0 0	20 1 20	0	5 4.940625 5	1.65677382722013e-09
0	0	0 0 0	20 2 20	0	5 4.94375 5	4.07856965123468e-10
0	0	0 0 0	20 3 20	0	5 4.946875 5	-2.12390104757502e-10
0	0	0 0 0	20 4 20	0	5 4.95 5	9.5762711772339e-10
0	0	0 0 0	20 5 20	0	5 4.953125 5	-1.07215872522017e-09
0	0	0 0 0	20 6 20	0	5 4.95625 5	-3.12319623322363e-11
0	0	0 0 0	20 7 20	0	5 4.959375 5	-6.25334256890099e-10
0	0	0 0 0	20 8 20	0	5 4.9625 5	2.81021402283367e-10
0	0	0 0 0	20 9 20	0	5 4.965625 5	-2.37099571053962e-10
0	0	0 0 0	20 10 20	0	5 4.96875 5	2.43545594429408e-10
0	0	0 0 0	20 11 20	0	5 4.971875 5	1.52476930072239e-10
0	0	0 0 0	20 12 20	0	5 4.975 5	7.00931586723565e-10
0	0	0 0 0	20 13 20	0	5 4.978125 5	1.75153172834094e-10
0	0	0 0 0	20 14 20	0	5 4.98125 5	2.14764963068199e-10
0	0	0 0 0	20 15 20	0	5 4.984375 5	-3.80220344446648e-11
0	0	0 0 0	20 16 20	0	5 4.9875 5	3.43362593776219e-10
0	0	0 0 0	20 17 20	0	5 4.990625 5	-8.55773796984988e-10
0	0	0 0 0	20 18 20	0	5 4.99375 5	7.90147634328574e-10
0	0	0 0 0	20 19 20	0	5 4.996875 5	-6.47351977654714e-10
0	0	0 0 0	20 20 20	0	5 5 5	4.72340344886691e-10
0	0	0 0 0	20 21 20	0	5 5.003125 5	-3.52195371018584e-10
0	0	0 0 0	20 22 20	0	5 5.00625 5	3.78076113688461e-10
0	0	0 0 0	20 23 20	0	5 5.009375 5	2.32558659489011e-10
0	0	0 0 0	20 24 20	0	5 5.0125 5	-2.18791377656091e-10
0	0	0 0 0	20 25 20	0	5 5.015625 5	2.37731062322337e-10
0	0	0 0 0	20 26 20	0	5 5.01875 5	-7.58417977422119e-10
0	0	0 0 0	20 27 20	0	5 5.021875 5	2.94672340790119e-10
0	0	0 0 0	20 28 20	0	5 5.025 5	1.06518282470599e-10
0	0	0 0 0	20 29 20	0	5 5.028125 5	-6.8116080595704e-10
0	0	0 0 0	20 30 20	0	5 5.03125 5	4.33876621726937e-10
0	0	0 0 0	20 31 20	0	5 5.034375 5	4.45836163666952e-10
0	0	0 0 0	20 32 20	0	5 5.0375 5	-7.47888026872033e-11
0	0	0 0 0	20 33 20	0	5 5.040625 5	-1.99219409632162e-10
0	0	0 0 0	20 34 20	0	5 5.04375 5	5.72338184707256e-10
0	0	0 0 0	20 35 20	0	5 5.046875 5	-1.23829101786411e-10
0	0	0 0 0	20 36 20	0	5 5.05 5	1.44709587566091e-10
0	0	0 0 0	20 37 20	0	5 5.053125 5	-4.13485761446757e-10
0	0	0 0 0	20 38 20	0	5 5.05625 5	-1.52868107901978e-10
0	0	0 0 0	20 39 20	0	5 5.059375 5	1.91161951580224e-09
0	0	0 0 0	20 40 20	0	5 5.0625 5	1.91161951580224e-09


