# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Jul 03 2016 at 06:34:57+0000
# parameter filename: "/home/admin/simulations/GenerateSimulations/ONE_BH/1BH_P0.1_NoS/1bh_p0.1_nos/twopunfar_1bh_p0.1_nos_40.par"
#
# ADMBASE::METRIC x (admbase-metric)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:gxx 14:gxy 15:gxz 16:gyy 17:gyz 18:gzz
0	0	0 0 0	0 20 20	0	4.9375 5 5	1.54817886290588 0 0 1.54817886290588 0 1.54817886290588
0	0	0 0 0	1 20 20	0	4.940625 5 5	1.54807880320731 0 0 1.54807880320731 0 1.54807880320731
0	0	0 0 0	2 20 20	0	4.94375 5 5	1.54797870908628 0 0 1.54797870908628 0 1.54797870908628
0	0	0 0 0	3 20 20	0	4.946875 5 5	1.54787858061321 0 0 1.54787858061321 0 1.54787858061321
0	0	0 0 0	4 20 20	0	4.95 5 5	1.54777841785856 0 0 1.54777841785856 0 1.54777841785856
0	0	0 0 0	5 20 20	0	4.953125 5 5	1.54767822089278 0 0 1.54767822089278 0 1.54767822089278
0	0	0 0 0	6 20 20	0	4.95625 5 5	1.54757798978635 0 0 1.54757798978635 0 1.54757798978635
0	0	0 0 0	7 20 20	0	4.959375 5 5	1.54747772460974 0 0 1.54747772460974 0 1.54747772460974
0	0	0 0 0	8 20 20	0	4.9625 5 5	1.54737742543346 0 0 1.54737742543346 0 1.54737742543346
0	0	0 0 0	9 20 20	0	4.965625 5 5	1.54727709232802 0 0 1.54727709232802 0 1.54727709232802
0	0	0 0 0	10 20 20	0	4.96875 5 5	1.54717672536393 0 0 1.54717672536393 0 1.54717672536393
0	0	0 0 0	11 20 20	0	4.971875 5 5	1.54707632461172 0 0 1.54707632461172 0 1.54707632461172
0	0	0 0 0	12 20 20	0	4.975 5 5	1.54697589014194 0 0 1.54697589014194 0 1.54697589014194
0	0	0 0 0	13 20 20	0	4.978125 5 5	1.54687542202513 0 0 1.54687542202513 0 1.54687542202513
0	0	0 0 0	14 20 20	0	4.98125 5 5	1.54677492033187 0 0 1.54677492033187 0 1.54677492033187
0	0	0 0 0	15 20 20	0	4.984375 5 5	1.54667438513272 0 0 1.54667438513272 0 1.54667438513272
0	0	0 0 0	16 20 20	0	4.9875 5 5	1.54657381649827 0 0 1.54657381649827 0 1.54657381649827
0	0	0 0 0	17 20 20	0	4.990625 5 5	1.5464732144991 0 0 1.5464732144991 0 1.5464732144991
0	0	0 0 0	18 20 20	0	4.99375 5 5	1.54637257920584 0 0 1.54637257920584 0 1.54637257920584
0	0	0 0 0	19 20 20	0	4.996875 5 5	1.54627191068908 0 0 1.54627191068908 0 1.54627191068908
0	0	0 0 0	20 20 20	0	5 5 5	1.54617120901944 0 0 1.54617120901944 0 1.54617120901944
0	0	0 0 0	21 20 20	0	5.003125 5 5	1.54607047426757 0 0 1.54607047426757 0 1.54607047426757
0	0	0 0 0	22 20 20	0	5.00625 5 5	1.5459697065041 0 0 1.5459697065041 0 1.5459697065041
0	0	0 0 0	23 20 20	0	5.009375 5 5	1.54586890579968 0 0 1.54586890579968 0 1.54586890579968
0	0	0 0 0	24 20 20	0	5.0125 5 5	1.54576807222497 0 0 1.54576807222497 0 1.54576807222497
0	0	0 0 0	25 20 20	0	5.015625 5 5	1.54566720585064 0 0 1.54566720585064 0 1.54566720585064
0	0	0 0 0	26 20 20	0	5.01875 5 5	1.54556630674735 0 0 1.54556630674735 0 1.54556630674735
0	0	0 0 0	27 20 20	0	5.021875 5 5	1.54546537498579 0 0 1.54546537498579 0 1.54546537498579
0	0	0 0 0	28 20 20	0	5.025 5 5	1.54536441063665 0 0 1.54536441063665 0 1.54536441063665
0	0	0 0 0	29 20 20	0	5.028125 5 5	1.54526341377063 0 0 1.54526341377063 0 1.54526341377063
0	0	0 0 0	30 20 20	0	5.03125 5 5	1.54516238445842 0 0 1.54516238445842 0 1.54516238445842
0	0	0 0 0	31 20 20	0	5.034375 5 5	1.54506132277076 0 0 1.54506132277076 0 1.54506132277076
0	0	0 0 0	32 20 20	0	5.0375 5 5	1.54496022877835 0 0 1.54496022877835 0 1.54496022877835
0	0	0 0 0	33 20 20	0	5.040625 5 5	1.54485910255191 0 0 1.54485910255191 0 1.54485910255191
0	0	0 0 0	34 20 20	0	5.04375 5 5	1.54475794416218 0 0 1.54475794416218 0 1.54475794416218
0	0	0 0 0	35 20 20	0	5.046875 5 5	1.5446567536799 0 0 1.5446567536799 0 1.5446567536799
0	0	0 0 0	36 20 20	0	5.05 5 5	1.54455553117581 0 0 1.54455553117581 0 1.54455553117581
0	0	0 0 0	37 20 20	0	5.053125 5 5	1.54445427672067 0 0 1.54445427672067 0 1.54445427672067
0	0	0 0 0	38 20 20	0	5.05625 5 5	1.54435299038522 0 0 1.54435299038522 0 1.54435299038522
0	0	0 0 0	39 20 20	0	5.059375 5 5	1.54425167224023 0 0 1.54425167224023 0 1.54425167224023
0	0	0 0 0	40 20 20	0	5.0625 5 5	1.54415032235647 0 0 1.54415032235647 0 1.54415032235647


