# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Jul 03 2016 at 06:37:06+0000
# parameter filename: "/home/admin/simulations/GenerateSimulations/ONE_BH/1BH_P0.5_NoS/1bh_p0.5_nos/twopunmid_1bh_p0.5_nos_40.par"
#
# ADMCONSTRAINTS::MOMENTUM z (admconstraints-momentum)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:momx 14:momy 15:momz
0	0	0 0 0	640 4 0	0	0 0 -0.0125	-6.62937531970617e-08 0 -5.51971059972465e-10
0	0	0 0 0	640 4 1	0	0 0 -0.009375	-6.62937531970617e-08 0 -5.51971059972465e-10
0	0	0 0 0	640 4 2	0	0 0 -0.00625	-7.31912551393813e-14 0 -6.62043492672803e-16
0	0	0 0 0	640 4 3	0	0 0 -0.003125	-4.5594250295333e-14 0 1.27511196385184e-15
0	0	0 0 0	640 4 4	0	0 0 0	-2.0579294199265e-13 0 0
0	0	0 0 0	640 4 5	0	0 0 0.003125	-4.55899928306346e-14 0 -1.27511196385184e-15
0	0	0 0 0	640 4 6	0	0 0 0.00625	-7.31912551393813e-14 0 6.62265415304984e-16
0	0	0 0 0	640 4 7	0	0 0 0.009375	-6.62937536355825e-08 0 5.51971065062286e-10
0	0	0 0 0	640 4 8	0	0 0 0.0125	-6.62937536355825e-08 0 5.51971065062286e-10


